Date of Reading,(CUS) LR0430 (Flow) (Flow (m3/hr)),(IN) LR0401 (Flow) (Flow (m3/hr)),Peacehaven WWTW trunk main (Balance) (Flow (m3/hr))
08/08/2022 20:00:00,4,6.44,2.44
08/08/2022 20:15:00,6.2,10,3.8
08/08/2022 20:30:00,6.8,11.08,4.28
08/08/2022 20:45:00,7,11.6,4.6
08/08/2022 21:00:00,8.2,13.32,5.12
08/08/2022 21:15:00,11.8,19.28,7.48
08/08/2022 21:30:00,11.2,18.24,7.04
08/08/2022 21:45:00,10.8,17.52,6.72
08/08/2022 22:00:00,8.4,13.64,5.24
08/08/2022 22:15:00,6.4,10.2,3.8
08/08/2022 22:30:00,5.2,8.32,3.12
08/08/2022 22:45:00,4.4,7.08,2.68
08/08/2022 23:00:00,4,6.32,2.32
08/08/2022 23:15:00,3.6,5.72,2.12
08/08/2022 23:30:00,3.2,5.32,2.12
08/08/2022 23:45:00,3.2,4.96,1.76
09/08/2022 00:00:00,2.8,4.72,1.92
09/08/2022 00:15:00,2.8,4.56,1.76
09/08/2022 00:30:00,2.8,4.48,1.68
09/08/2022 00:45:00,3.4,5.64,2.24
09/08/2022 01:00:00,5,7.96,2.96
09/08/2022 01:15:00,6.4,10.64,4.24
09/08/2022 01:30:00,6.8,11.24,4.44
09/08/2022 01:45:00,5.8,9.48,3.68
09/08/2022 02:00:00,5,8.04,3.04
09/08/2022 02:15:00,4.4,7.04,2.64
09/08/2022 02:30:00,3.8,6.28,2.48
09/08/2022 02:45:00,3.6,5.84,2.24
09/08/2022 03:00:00,3.4,5.36,1.96
09/08/2022 03:15:00,3,5.04,2.04
09/08/2022 03:30:00,3,4.8,1.8
09/08/2022 03:45:00,2.8,4.64,1.84
09/08/2022 04:00:00,2.8,4.52,1.72
09/08/2022 04:15:00,3.2,5.24,2.04
09/08/2022 04:30:00,4.6,7.32,2.72
09/08/2022 04:45:00,6,9.96,3.96
09/08/2022 05:00:00,7,11.4,4.4
09/08/2022 05:15:00,5.8,9.68,3.88
09/08/2022 05:30:00,5.2,8.32,3.12
09/08/2022 05:45:00,4.4,7.24,2.84
09/08/2022 06:00:00,4,6.52,2.52
09/08/2022 06:15:00,3.8,6,2.2
09/08/2022 06:30:00,3.2,5.52,2.32
09/08/2022 06:45:00,3.2,5.16,1.96
09/08/2022 07:00:00,3,4.92,1.92
09/08/2022 07:15:00,3,4.72,1.72
09/08/2022 07:30:00,2.8,4.56,1.76
09/08/2022 07:45:00,3,4.88,1.88
09/08/2022 08:00:00,4.2,6.64,2.44
09/08/2022 08:15:00,5.6,9.24,3.64
09/08/2022 08:30:00,7,11.44,4.44
09/08/2022 08:45:00,6.2,10.2,4
09/08/2022 09:00:00,5.2,8.6,3.4
09/08/2022 09:15:00,4.8,7.68,2.88
09/08/2022 09:30:00,4,6.76,2.76
09/08/2022 09:45:00,3.8,6.2,2.4
09/08/2022 10:00:00,3.6,5.76,2.16
09/08/2022 10:15:00,3.2,5.32,2.12
09/08/2022 10:30:00,3,4.88,1.88
09/08/2022 10:45:00,2.8,4.28,1.48
09/08/2022 11:00:00,2.2,3.68,1.48
09/08/2022 11:15:00,1.8,3.08,1.28
09/08/2022 11:30:00,1.8,2.76,0.96
09/08/2022 11:45:00,2.2,3.8,1.6
09/08/2022 12:00:00,3.6,5.72,2.12
09/08/2022 12:15:00,4,6.6,2.6
09/08/2022 12:30:00,4.4,7.28,2.88
09/08/2022 12:45:00,5.4,8.8,3.4
09/08/2022 13:00:00,5.6,9.12,3.52
09/08/2022 13:15:00,4.4,7.2,2.8
09/08/2022 13:30:00,3.6,5.88,2.28
09/08/2022 13:45:00,2.8,4.84,2.04
09/08/2022 14:00:00,3.4,5.4,2
09/08/2022 14:15:00,4.8,7.84,3.04
09/08/2022 14:30:00,5.6,9.2,3.6
09/08/2022 14:45:00,5.6,9.2,3.6
09/08/2022 15:00:00,5.4,8.92,3.52
09/08/2022 15:15:00,5.6,9.12,3.52
09/08/2022 15:30:00,6.6,11.04,4.44
09/08/2022 15:45:00,8.2,13.48,5.28
09/08/2022 16:00:00,7.4,11.84,4.44
09/08/2022 16:15:00,5.2,8.48,3.28
09/08/2022 16:30:00,4,6.56,2.56
09/08/2022 16:45:00,3.2,5.44,2.24
09/08/2022 17:00:00,2.8,4.52,1.72
09/08/2022 17:15:00,2.4,3.84,1.44
09/08/2022 17:30:00,2,3.28,1.28
09/08/2022 17:45:00,1.8,2.88,1.08
09/08/2022 18:00:00,1.6,2.72,1.12
09/08/2022 18:15:00,1.6,2.4,0.8
09/08/2022 18:30:00,1.2,2.16,0.96
09/08/2022 18:45:00,1.2,2.08,0.88
09/08/2022 19:00:00,1.2,1.96,0.76
09/08/2022 19:15:00,1.2,1.96,0.76
09/08/2022 19:30:00,1.2,1.88,0.68
09/08/2022 19:45:00,1,1.88,0.88
09/08/2022 20:00:00,1.2,1.88,0.68
09/08/2022 20:15:00,1,1.84,0.84
09/08/2022 20:30:00,1.2,1.84,0.64
09/08/2022 20:45:00,1,1.84,0.84
09/08/2022 21:00:00,1.2,1.88,0.68
09/08/2022 21:15:00,1,1.8,0.8
09/08/2022 21:30:00,1,1.84,0.84
09/08/2022 21:45:00,1.2,1.8,0.6
09/08/2022 22:00:00,1,1.84,0.84
09/08/2022 22:15:00,1,1.8,0.8
09/08/2022 22:30:00,1.2,1.8,0.6
09/08/2022 22:45:00,1,1.88,0.88
09/08/2022 23:00:00,1.2,1.88,0.68
09/08/2022 23:15:00,1,1.84,0.84
09/08/2022 23:30:00,1.2,1.88,0.68
09/08/2022 23:45:00,1.8,3.12,1.32
10/08/2022 00:00:00,3.6,5.8,2.2
10/08/2022 00:15:00,4.4,7.16,2.76
10/08/2022 00:30:00,4,6.76,2.76
10/08/2022 00:45:00,3.8,6.36,2.56
10/08/2022 01:00:00,3.6,5.88,2.28
10/08/2022 01:15:00,3.4,5.56,2.16
10/08/2022 01:30:00,3.2,5.24,2.04
10/08/2022 01:45:00,3,4.92,1.92
10/08/2022 02:00:00,2.8,4.68,1.88
10/08/2022 02:15:00,2.8,4.56,1.76
10/08/2022 02:30:00,2.8,4.4,1.6
10/08/2022 02:45:00,2.6,4.32,1.72
10/08/2022 03:00:00,3,5.08,2.08
10/08/2022 03:15:00,4.8,7.72,2.92
10/08/2022 03:30:00,11,18.12,7.12
10/08/2022 03:45:00,15.8,25.36,9.56
10/08/2022 04:00:00,11,17.48,6.48
10/08/2022 04:15:00,10.2,16.16,5.96
10/08/2022 04:30:00,10.6,14.88,4.28
10/08/2022 04:45:00,9.6,11.72,2.12
10/08/2022 05:00:00,7.6,9.28,1.68
10/08/2022 05:15:00,6.4,7.76,1.36
10/08/2022 05:30:00,5.2,6.6,1.4
10/08/2022 05:45:00,4.4,5.84,1.44
10/08/2022 06:00:00,4.2,5.44,1.24
10/08/2022 06:15:00,4,5.2,1.2
10/08/2022 06:30:00,4,5.32,1.32
10/08/2022 06:45:00,5.4,7.32,1.92
10/08/2022 07:00:00,7.8,10.04,2.24
10/08/2022 07:15:00,9.6,12.2,2.6
10/08/2022 07:30:00,8.2,10.56,2.36
10/08/2022 07:45:00,6.8,8.76,1.96
10/08/2022 08:00:00,6,7.52,1.52
10/08/2022 08:15:00,5.4,6.76,1.36
10/08/2022 08:30:00,4.8,6.2,1.4
10/08/2022 08:45:00,4.4,5.76,1.36
10/08/2022 09:00:00,4,5.28,1.28
10/08/2022 09:15:00,4,5.12,1.12
10/08/2022 09:30:00,3.6,5,1.4
10/08/2022 09:45:00,3.8,4.84,1.04
10/08/2022 10:00:00,3.6,4.84,1.24
10/08/2022 10:15:00,4.6,6.24,1.64
10/08/2022 10:30:00,6.8,8.92,2.12
10/08/2022 10:45:00,8.8,11.64,2.84
10/08/2022 11:00:00,8.8,11.04,2.24
10/08/2022 11:15:00,7.2,9.28,2.08
10/08/2022 11:30:00,6.2,8.04,1.84
10/08/2022 11:45:00,5.6,7,1.4
10/08/2022 12:00:00,5,6.44,1.44
10/08/2022 12:15:00,4.8,6.12,1.32
10/08/2022 12:30:00,4.2,5.6,1.4
10/08/2022 12:45:00,4.2,5.32,1.12
10/08/2022 13:00:00,3.8,5.12,1.32
10/08/2022 13:15:00,3.6,4.92,1.32
10/08/2022 13:30:00,3.6,4.8,1.2
10/08/2022 13:45:00,4.4,5.88,1.48
10/08/2022 14:00:00,6.2,8.28,2.08
10/08/2022 14:15:00,8.8,11.4,2.6
10/08/2022 14:30:00,9.2,11.64,2.44
10/08/2022 14:45:00,7.8,10,2.2
10/08/2022 15:00:00,6.6,8.32,1.72
10/08/2022 15:15:00,5.6,7.28,1.68
10/08/2022 15:30:00,5.2,6.52,1.32
10/08/2022 15:45:00,4.6,6,1.4
10/08/2022 16:00:00,4.6,5.8,1.2
10/08/2022 16:15:00,4.2,5.6,1.4
10/08/2022 16:30:00,4,5.24,1.24
10/08/2022 16:45:00,3.8,5.12,1.32
10/08/2022 17:00:00,3.8,4.88,1.08
10/08/2022 17:15:00,3.2,4.48,1.28
10/08/2022 17:30:00,3,3.88,0.88
10/08/2022 17:45:00,2.4,3.36,0.96
10/08/2022 18:00:00,2.4,3.16,0.76
10/08/2022 18:15:00,2.2,3.04,0.84
10/08/2022 18:30:00,1.8,2.48,0.68
10/08/2022 18:45:00,1.6,2.2,0.6
10/08/2022 19:00:00,1.4,2,0.6
10/08/2022 19:15:00,1.2,1.92,0.72
10/08/2022 19:30:00,1.4,1.84,0.44
10/08/2022 19:45:00,1.2,1.8,0.6
10/08/2022 20:00:00,1.2,1.8,0.6
10/08/2022 20:15:00,1.2,1.76,0.56
10/08/2022 20:30:00,1.2,1.72,0.52
10/08/2022 20:45:00,1.2,1.8,0.6
10/08/2022 21:00:00,1.2,1.76,0.56
10/08/2022 21:15:00,1.6,2.4,0.8
10/08/2022 21:30:00,3,4.08,1.08
10/08/2022 21:45:00,3.6,5.12,1.52
10/08/2022 22:00:00,4.4,6,1.6
10/08/2022 22:15:00,5,6.8,1.8
10/08/2022 22:30:00,6.4,8.96,2.56
10/08/2022 22:45:00,9.4,12.12,2.72
10/08/2022 23:00:00,10.6,13.36,2.76
10/08/2022 23:15:00,8,10.12,2.12
10/08/2022 23:30:00,6,7.64,1.64
10/08/2022 23:45:00,4.6,5.96,1.36
11/08/2022 00:00:00,3.8,4.92,1.12
11/08/2022 00:15:00,3,4.12,1.12
11/08/2022 00:30:00,2.6,3.56,0.96
11/08/2022 00:45:00,2.2,3.12,0.92
11/08/2022 01:00:00,2,2.68,0.68
11/08/2022 01:15:00,1.8,2.36,0.56
11/08/2022 01:30:00,1.4,2.16,0.76
11/08/2022 01:45:00,1.8,2.64,0.84
11/08/2022 02:00:00,3.4,4.48,1.08
11/08/2022 02:15:00,4,5.64,1.64
11/08/2022 02:30:00,4.8,6.6,1.8
11/08/2022 02:45:00,5.8,7.92,2.12
11/08/2022 03:00:00,7,9.36,2.36
11/08/2022 03:15:00,5.6,7.52,1.92
11/08/2022 03:30:00,4.6,6.12,1.52
11/08/2022 03:45:00,3.8,5.04,1.24
11/08/2022 04:00:00,3.2,4.2,1
11/08/2022 04:15:00,2.6,3.64,1.04
11/08/2022 04:30:00,2.2,3.2,1
11/08/2022 04:45:00,2,2.8,0.8
11/08/2022 05:00:00,1.8,2.44,0.64
11/08/2022 05:15:00,1.6,2.28,0.68
11/08/2022 05:30:00,1.6,2.08,0.48
11/08/2022 05:45:00,1.2,1.96,0.76
11/08/2022 06:00:00,1.4,1.96,0.56
11/08/2022 06:15:00,1.4,2,0.6
11/08/2022 06:30:00,1.2,1.76,0.56
11/08/2022 06:45:00,1.2,1.92,0.72
11/08/2022 07:00:00,1.4,1.88,0.48
11/08/2022 07:15:00,1.2,1.84,0.64
11/08/2022 07:30:00,1.6,2.28,0.68
11/08/2022 07:45:00,2.6,3.56,0.96
11/08/2022 08:00:00,4.6,6.4,1.8
11/08/2022 08:15:00,7,9.48,2.48
11/08/2022 08:30:00,6.6,8.96,2.36
11/08/2022 08:45:00,6,8.08,2.08
11/08/2022 09:00:00,5.6,7.48,1.88
11/08/2022 09:15:00,5.2,7.08,1.88
11/08/2022 09:30:00,5.2,7.04,1.84
11/08/2022 09:45:00,5,6.64,1.64
11/08/2022 10:00:00,4.8,6.36,1.56
11/08/2022 10:15:00,4.6,6.24,1.64
11/08/2022 10:30:00,4.6,6.16,1.56
11/08/2022 10:45:00,4.6,6.16,1.56
11/08/2022 11:00:00,6,7.92,1.92
11/08/2022 11:15:00,11.8,14.48,2.68
11/08/2022 11:30:00,10.8,13.16,2.36
11/08/2022 11:45:00,12.4,15.28,2.88
11/08/2022 12:00:00,10.6,13.16,2.56
11/08/2022 12:15:00,9,10.8,1.8
11/08/2022 12:30:00,7.6,9.32,1.72
11/08/2022 12:45:00,6.8,8.28,1.48
11/08/2022 13:00:00,5.8,7.24,1.44
11/08/2022 13:15:00,5,6.44,1.44
11/08/2022 13:30:00,4.6,6,1.4
11/08/2022 13:45:00,4.6,5.88,1.28
11/08/2022 14:00:00,4.2,5.56,1.36
11/08/2022 14:15:00,4,5.2,1.2
11/08/2022 14:30:00,4,5.28,1.28
11/08/2022 14:45:00,5,6.6,1.6
11/08/2022 15:00:00,7.4,9.8,2.4
11/08/2022 15:15:00,9.4,12.12,2.72
11/08/2022 15:30:00,9.2,11.48,2.28
11/08/2022 15:45:00,7.4,9.44,2.04
11/08/2022 16:00:00,6.4,8.08,1.68
11/08/2022 16:15:00,5.6,7.12,1.52
11/08/2022 16:30:00,5,6.44,1.44
11/08/2022 16:45:00,4.8,5.96,1.16
11/08/2022 17:00:00,4.4,5.68,1.28
11/08/2022 17:15:00,4.4,5.64,1.24
11/08/2022 17:30:00,4,5.36,1.36
11/08/2022 17:45:00,3.8,5.08,1.28
11/08/2022 18:00:00,3.8,4.96,1.16
11/08/2022 18:15:00,4.4,5.8,1.4
11/08/2022 18:30:00,6.2,8.36,2.16
11/08/2022 18:45:00,8.8,11.4,2.6
11/08/2022 19:00:00,9.6,12.12,2.52
11/08/2022 19:15:00,8.4,10.68,2.28
11/08/2022 19:30:00,11.6,14.36,2.76
11/08/2022 19:45:00,12.2,15.2,3
11/08/2022 20:00:00,11.8,14.52,2.72
11/08/2022 20:15:00,11.4,14.08,2.68
11/08/2022 20:30:00,11.6,14.56,2.96
11/08/2022 20:45:00,10.2,12.4,2.2
11/08/2022 21:00:00,8,9.8,1.8
11/08/2022 21:15:00,6.6,8.32,1.72
11/08/2022 21:30:00,6,7.28,1.28
11/08/2022 21:45:00,5,6.4,1.4
11/08/2022 22:00:00,4.6,5.92,1.32
11/08/2022 22:15:00,4.2,5.52,1.32
11/08/2022 22:30:00,4.2,5.28,1.08
11/08/2022 22:45:00,3.8,5.08,1.28
11/08/2022 23:00:00,3.8,5.04,1.24
11/08/2022 23:15:00,3.6,4.96,1.36
11/08/2022 23:30:00,3.6,4.76,1.16
11/08/2022 23:45:00,3.6,4.68,1.08
12/08/2022 00:00:00,3.4,4.68,1.28
12/08/2022 00:15:00,3.6,4.72,1.12
12/08/2022 00:30:00,3.6,4.76,1.16
12/08/2022 00:45:00,3.4,4.64,1.24
12/08/2022 01:00:00,3.4,4.6,1.2
12/08/2022 01:15:00,3.4,4.6,1.2
12/08/2022 01:30:00,3.4,4.56,1.16
12/08/2022 01:45:00,3.4,4.52,1.12
12/08/2022 02:00:00,3.4,4.48,1.08
12/08/2022 02:15:00,3.4,4.48,1.08
12/08/2022 02:30:00,3.2,4.48,1.28
12/08/2022 02:45:00,3.4,4.44,1.04
12/08/2022 03:00:00,3.2,4.44,1.24
12/08/2022 03:15:00,3.4,4.4,1
12/08/2022 03:30:00,,4.48,4.48
12/08/2022 03:45:00,,4.44,4.44
12/08/2022 04:00:00,,4.48,4.48
12/08/2022 04:15:00,,4.44,4.44
12/08/2022 04:30:00,,4.52,4.52
12/08/2022 04:45:00,,4.48,4.48
12/08/2022 05:00:00,,4.2,4.2
12/08/2022 05:15:00,,3.72,3.72
12/08/2022 05:30:00,,3.2,3.2
12/08/2022 05:45:00,,2.88,2.88
12/08/2022 06:00:00,,2.56,2.56
12/08/2022 06:15:00,,2.48,2.48
12/08/2022 06:30:00,,2.24,2.24
12/08/2022 06:45:00,,2.12,2.12
12/08/2022 07:00:00,,2.24,2.24
12/08/2022 07:15:00,,3.16,3.16
12/08/2022 07:30:00,,4.6,4.6
12/08/2022 07:45:00,,6.16,6.16
12/08/2022 08:00:00,,5.88,5.88
12/08/2022 08:15:00,,5.2,5.2
12/08/2022 08:30:00,,4.56,4.56
12/08/2022 08:45:00,,4,4
12/08/2022 09:00:00,,3.56,3.56
12/08/2022 09:15:00,,4.32,4.32
12/08/2022 09:30:00,,9.28,9.28
12/08/2022 09:45:00,,19.16,19.16
12/08/2022 10:00:00,,18.44,18.44
12/08/2022 10:15:00,,14.52,14.52
12/08/2022 10:30:00,,12.4,12.4
12/08/2022 10:45:00,,11.68,11.68
12/08/2022 11:00:00,,12.76,12.76
12/08/2022 11:15:00,,13.88,13.88
12/08/2022 11:30:00,,11.76,11.76
12/08/2022 11:45:00,,8.8,8.8
12/08/2022 12:00:00,,6.76,6.76
12/08/2022 12:15:00,,5.28,5.28
12/08/2022 12:30:00,,4.36,4.36
12/08/2022 12:45:00,,3.72,3.72
12/08/2022 13:00:00,,3.28,3.28
12/08/2022 13:15:00,,2.8,2.8
12/08/2022 13:30:00,,2.92,2.92
12/08/2022 13:45:00,,2.72,2.72
12/08/2022 14:00:00,,4.84,4.84
12/08/2022 14:15:00,,8.24,8.24
12/08/2022 14:30:00,,14.32,14.32
12/08/2022 14:45:00,,19.44,19.44
12/08/2022 15:00:00,,21.64,21.64
12/08/2022 15:15:00,,15.96,15.96
12/08/2022 15:30:00,,11.68,11.68
12/08/2022 15:45:00,,9.28,9.28
12/08/2022 16:00:00,,7.76,7.76
12/08/2022 16:15:00,,6.76,6.76
12/08/2022 16:30:00,,6.16,6.16
12/08/2022 16:45:00,,5.72,5.72
12/08/2022 17:00:00,,5.32,5.32
12/08/2022 17:15:00,,5.08,5.08
12/08/2022 17:30:00,,5.04,5.04
12/08/2022 17:45:00,,5.36,5.36
12/08/2022 18:00:00,,7.24,7.24
12/08/2022 18:15:00,,9.88,9.88
12/08/2022 18:30:00,,11.8,11.8
12/08/2022 18:45:00,,10.64,10.64
12/08/2022 19:00:00,,9,9
12/08/2022 19:15:00,,7.88,7.88
12/08/2022 19:30:00,,7.04,7.04
12/08/2022 19:45:00,,6.36,6.36
12/08/2022 20:00:00,,5.96,5.96
12/08/2022 20:15:00,,5.64,5.64
12/08/2022 20:30:00,,5.36,5.36
12/08/2022 20:45:00,,5.16,5.16
12/08/2022 21:00:00,,5,5
12/08/2022 21:15:00,,5.32,5.32
12/08/2022 21:30:00,,7.4,7.4
12/08/2022 21:45:00,,10.12,10.12
12/08/2022 22:00:00,,12,12
12/08/2022 22:15:00,,10.64,10.64
12/08/2022 22:30:00,,9.04,9.04
12/08/2022 22:45:00,,7.88,7.88
12/08/2022 23:00:00,,7.08,7.08
12/08/2022 23:15:00,,6.48,6.48
12/08/2022 23:30:00,,5.96,5.96
12/08/2022 23:45:00,,5.6,5.6
13/08/2022 00:00:00,,5.36,5.36
13/08/2022 00:15:00,,5.16,5.16
13/08/2022 00:30:00,,5,5
13/08/2022 00:45:00,,5.32,5.32
13/08/2022 01:00:00,,7.4,7.4
13/08/2022 01:15:00,,10.16,10.16
13/08/2022 01:30:00,,12,12
13/08/2022 01:45:00,,10.64,10.64
13/08/2022 02:00:00,,9.08,9.08
13/08/2022 02:15:00,,7.88,7.88
13/08/2022 02:30:00,,7.04,7.04
13/08/2022 02:45:00,,6.4,6.4
13/08/2022 03:00:00,,5.96,5.96
13/08/2022 03:15:00,,5.6,5.6
13/08/2022 03:30:00,,5.36,5.36
13/08/2022 03:45:00,,5.24,5.24
13/08/2022 04:00:00,,5.08,5.08
13/08/2022 04:15:00,,4.96,4.96
13/08/2022 04:30:00,,4.92,4.92
13/08/2022 04:45:00,,4.56,4.56
13/08/2022 05:00:00,,4.04,4.04
13/08/2022 05:15:00,,3.72,3.72
13/08/2022 05:30:00,,4.12,4.12
13/08/2022 05:45:00,,5.96,5.96
13/08/2022 06:00:00,,8.72,8.72
13/08/2022 06:15:00,,10.68,10.68
13/08/2022 06:30:00,,9.44,9.44
13/08/2022 06:45:00,,8.16,8.16
13/08/2022 07:00:00,,7.28,7.28
13/08/2022 07:15:00,,6.6,6.6
13/08/2022 07:30:00,,6.12,6.12
13/08/2022 07:45:00,,5.76,5.76
13/08/2022 08:00:00,,5.56,5.56
13/08/2022 08:15:00,,5.36,5.36
13/08/2022 08:30:00,,5.08,5.08
13/08/2022 08:45:00,,5,5
13/08/2022 09:00:00,,5.16,5.16
13/08/2022 09:15:00,,6.96,6.96
13/08/2022 09:30:00,,9.6,9.6
13/08/2022 09:45:00,,13.08,13.08
13/08/2022 10:00:00,,18.56,18.56
13/08/2022 10:15:00,,17.48,17.48
13/08/2022 10:30:00,,15.76,15.76
13/08/2022 10:45:00,,14.68,14.68
13/08/2022 11:00:00,,14.92,14.92
13/08/2022 11:15:00,,12.12,12.12
13/08/2022 11:30:00,,9.8,9.8
13/08/2022 11:45:00,,8.28,8.28
13/08/2022 12:00:00,,7.2,7.2
13/08/2022 12:15:00,,6.48,6.48
13/08/2022 12:30:00,,6.08,6.08
13/08/2022 12:45:00,,7.4,7.4
13/08/2022 13:00:00,,9.72,9.72
13/08/2022 13:15:00,,11.96,11.96
13/08/2022 13:30:00,,11.52,11.52
13/08/2022 13:45:00,,9.76,9.76
13/08/2022 14:00:00,,8.4,8.4
13/08/2022 14:15:00,,7.36,7.36
13/08/2022 14:30:00,,6.72,6.72
13/08/2022 14:45:00,,6.16,6.16
13/08/2022 15:00:00,,5.92,5.92
13/08/2022 15:15:00,,5.64,5.64
13/08/2022 15:30:00,,5.4,5.4
13/08/2022 15:45:00,,5.28,5.28
13/08/2022 16:00:00,,5.08,5.08
13/08/2022 16:15:00,,5.76,5.76
13/08/2022 16:30:00,,8,8
13/08/2022 16:45:00,,10.2,10.2
13/08/2022 17:00:00,,10.44,10.44
13/08/2022 17:15:00,,8.32,8.32
13/08/2022 17:30:00,,6.64,6.64
13/08/2022 17:45:00,,5.48,5.48
13/08/2022 18:00:00,,4.64,4.64
13/08/2022 18:15:00,,3.92,3.92
13/08/2022 18:30:00,,3.4,3.4
13/08/2022 18:45:00,,3,3
13/08/2022 19:00:00,,2.68,2.68
13/08/2022 19:15:00,,2.4,2.4
13/08/2022 19:30:00,,2.2,2.2
13/08/2022 19:45:00,,2,2
13/08/2022 20:00:00,,2.04,2.04
13/08/2022 20:15:00,,2,2
13/08/2022 20:30:00,,1.8,1.8
13/08/2022 20:45:00,,1.84,1.84
13/08/2022 21:00:00,,1.76,1.76
13/08/2022 21:15:00,,1.76,1.76
13/08/2022 21:30:00,,1.76,1.76
13/08/2022 21:45:00,,1.8,1.8
13/08/2022 22:00:00,,2.12,2.12
13/08/2022 22:15:00,,3.72,3.72
13/08/2022 22:30:00,,5.08,5.08
13/08/2022 22:45:00,,5.96,5.96
13/08/2022 23:00:00,,6.64,6.64
13/08/2022 23:15:00,,7.88,7.88
13/08/2022 23:30:00,,11,11
13/08/2022 23:45:00,,13.36,13.36
14/08/2022 00:00:00,,11.2,11.2
14/08/2022 00:15:00,,8.28,8.28
14/08/2022 00:30:00,,6.4,6.4
14/08/2022 00:45:00,,5.12,5.12
14/08/2022 01:00:00,,4.28,4.28
14/08/2022 01:15:00,,3.64,3.64
14/08/2022 01:30:00,,3.32,3.32
14/08/2022 01:45:00,,2.92,2.92
14/08/2022 02:00:00,,2.6,2.6
14/08/2022 02:15:00,,2.4,2.4
14/08/2022 02:30:00,,2.2,2.2
14/08/2022 02:45:00,,2,2
14/08/2022 03:00:00,,1.88,1.88
14/08/2022 03:15:00,,1.76,1.76
14/08/2022 03:30:00,,1.76,1.76
14/08/2022 03:45:00,,1.68,1.68
14/08/2022 04:00:00,,1.64,1.64
14/08/2022 04:15:00,,1.64,1.64
14/08/2022 04:30:00,,1.6,1.6
14/08/2022 04:45:00,,1.64,1.64
14/08/2022 05:00:00,,1.56,1.56
14/08/2022 05:15:00,,1.6,1.6
14/08/2022 05:30:00,,1.56,1.56
14/08/2022 05:45:00,,1.68,1.68
14/08/2022 06:00:00,,1.8,1.8
14/08/2022 06:15:00,,1.72,1.72
14/08/2022 06:30:00,,1.64,1.64
14/08/2022 06:45:00,,1.56,1.56
14/08/2022 07:00:00,,2.28,2.28
14/08/2022 07:15:00,,3.52,3.52
14/08/2022 07:30:00,,4.64,4.64
14/08/2022 07:45:00,,5.88,5.88
14/08/2022 08:00:00,,8.44,8.44
14/08/2022 08:15:00,,7.6,7.6
14/08/2022 08:30:00,,6.36,6.36
14/08/2022 08:45:00,,5.44,5.44
14/08/2022 09:00:00,,4.76,4.76
14/08/2022 09:15:00,,4.36,4.36
14/08/2022 09:30:00,,4.08,4.08
14/08/2022 09:45:00,,4,4
14/08/2022 10:00:00,,4,4
14/08/2022 10:15:00,,3.96,3.96
14/08/2022 10:30:00,,3.96,3.96
14/08/2022 10:45:00,,4,4
14/08/2022 11:00:00,,3.96,3.96
14/08/2022 11:15:00,,4.04,4.04
14/08/2022 11:30:00,,4.04,4.04
14/08/2022 11:45:00,,4,4
14/08/2022 12:00:00,,4.4,4.4
14/08/2022 12:15:00,,6.32,6.32
14/08/2022 12:30:00,,9.52,9.52
14/08/2022 12:45:00,,12.44,12.44
14/08/2022 13:00:00,,11.96,11.96
14/08/2022 13:15:00,,9.52,9.52
14/08/2022 13:30:00,,8,8
14/08/2022 13:45:00,,7.24,7.24
14/08/2022 14:00:00,,6.4,6.4
14/08/2022 14:15:00,,5.96,5.96
14/08/2022 14:30:00,,5.56,5.56
14/08/2022 14:45:00,,5.32,5.32
14/08/2022 15:00:00,,5.12,5.12
14/08/2022 15:15:00,,4.96,4.96
14/08/2022 15:30:00,,5,5
14/08/2022 15:45:00,,6.32,6.32
14/08/2022 16:00:00,,8.92,8.92
14/08/2022 16:15:00,,11.6,11.6
14/08/2022 16:30:00,,11.8,11.8
14/08/2022 16:45:00,,9.72,9.72
14/08/2022 17:00:00,,8.32,8.32
14/08/2022 17:15:00,,7.32,7.32
14/08/2022 17:30:00,,6.6,6.6
14/08/2022 17:45:00,,6.16,6.16
14/08/2022 18:00:00,,5.8,5.8
14/08/2022 18:15:00,,5.52,5.52
14/08/2022 18:30:00,,5.24,5.24
14/08/2022 18:45:00,,5.04,5.04
14/08/2022 19:00:00,,5,5
14/08/2022 19:15:00,,5.8,5.8
14/08/2022 19:30:00,,8.12,8.12
14/08/2022 19:45:00,,10.88,10.88
14/08/2022 20:00:00,,12.24,12.24
14/08/2022 20:15:00,,10.36,10.36
14/08/2022 20:30:00,,8.68,8.68
14/08/2022 20:45:00,,7.6,7.6
14/08/2022 21:00:00,,6.8,6.8
14/08/2022 21:15:00,,6.24,6.24
14/08/2022 21:30:00,,5.88,5.88
14/08/2022 21:45:00,,5.52,5.52
14/08/2022 22:00:00,,5.32,5.32
14/08/2022 22:15:00,,5.12,5.12
14/08/2022 22:30:00,,5.04,5.04
14/08/2022 22:45:00,,5.32,5.32
14/08/2022 23:00:00,,7.12,7.12
14/08/2022 23:15:00,,9.92,9.92
14/08/2022 23:30:00,,12.12,12.12
14/08/2022 23:45:00,,10.88,10.88
15/08/2022 00:00:00,,9.08,9.08
15/08/2022 00:15:00,,7.88,7.88
15/08/2022 00:30:00,,7.08,7.08
15/08/2022 00:45:00,,6.44,6.44
15/08/2022 01:00:00,,6,6
15/08/2022 01:15:00,,5.6,5.6
15/08/2022 01:30:00,,5.4,5.4
