Date of Reading,(CUS) LR0430 (Flow) (Flow (m3/hr)),(IN) LR0401 (Flow) (Flow (m3/hr)),Peacehaven WWTW trunk main (Balance) (Flow (m3/hr))
05/07/2023 20:15:00,1.2,2.16,0.96
05/07/2023 20:30:00,1.4,2.12,0.72
05/07/2023 20:45:00,1,2.04,1.04
05/07/2023 21:00:00,1.2,1.96,0.76
05/07/2023 21:15:00,1.2,1.84,0.64
05/07/2023 21:30:00,1,1.8,0.8
05/07/2023 21:45:00,1,1.76,0.76
05/07/2023 22:00:00,1,1.76,0.76
05/07/2023 22:15:00,1.2,1.96,0.76
05/07/2023 22:30:00,1,1.84,0.84
05/07/2023 22:45:00,1,1.72,0.72
05/07/2023 23:00:00,1,1.64,0.64
05/07/2023 23:15:00,1,1.68,0.68
05/07/2023 23:30:00,1,1.68,0.68
05/07/2023 23:45:00,1,1.64,0.64
06/07/2023 00:00:00,1,1.64,0.64
06/07/2023 00:15:00,0.8,1.68,0.88
06/07/2023 00:30:00,1,1.64,0.64
06/07/2023 00:45:00,1.4,2.28,0.88
06/07/2023 01:00:00,2.6,4.32,1.72
06/07/2023 01:15:00,3.4,5.84,2.44
06/07/2023 01:30:00,4,6.92,2.92
06/07/2023 01:45:00,4.4,7.52,3.12
06/07/2023 02:00:00,5.8,9.6,3.8
06/07/2023 02:15:00,7,11.92,4.92
06/07/2023 02:30:00,7.6,13,5.4
06/07/2023 02:45:00,9,15,6
06/07/2023 03:00:00,10,16.76,6.76
06/07/2023 03:15:00,8.6,14.24,5.64
06/07/2023 03:30:00,7.6,12.48,4.88
06/07/2023 03:45:00,6.8,11.44,4.64
06/07/2023 04:00:00,5.6,9.12,3.52
06/07/2023 04:15:00,3.8,6.28,2.48
06/07/2023 04:30:00,2.8,4.6,1.8
06/07/2023 04:45:00,2.2,3.72,1.52
06/07/2023 05:00:00,1.8,3.12,1.32
06/07/2023 05:15:00,1.6,2.72,1.12
06/07/2023 05:30:00,1.4,2.44,1.04
06/07/2023 05:45:00,1.2,2.12,0.92
06/07/2023 06:00:00,1.4,2.08,0.68
06/07/2023 06:15:00,1,1.96,0.96
06/07/2023 06:30:00,1.2,1.92,0.72
06/07/2023 06:45:00,1,1.88,0.88
06/07/2023 07:00:00,1.2,1.8,0.6
06/07/2023 07:15:00,1,1.84,0.84
06/07/2023 07:30:00,1,1.76,0.76
06/07/2023 07:45:00,1,1.72,0.72
06/07/2023 08:00:00,1,1.68,0.68
06/07/2023 08:15:00,1,1.72,0.72
06/07/2023 08:30:00,1,1.68,0.68
06/07/2023 08:45:00,1,1.92,0.92
06/07/2023 09:00:00,1,1.8,0.8
06/07/2023 09:15:00,1.2,1.88,0.68
06/07/2023 09:30:00,1.2,1.96,0.76
06/07/2023 09:45:00,1.2,2.08,0.88
06/07/2023 10:00:00,1.2,2.24,1.04
06/07/2023 10:15:00,1.4,2.32,0.92
06/07/2023 10:30:00,1.6,2.52,0.92
06/07/2023 10:45:00,1.4,2.6,1.2
06/07/2023 11:00:00,2.4,3.88,1.48
06/07/2023 11:15:00,4.6,7.68,3.08
06/07/2023 11:30:00,6.4,11.04,4.64
06/07/2023 11:45:00,7.4,12.44,5.04
06/07/2023 12:00:00,6,10.16,4.16
06/07/2023 12:15:00,4.8,8.16,3.36
06/07/2023 12:30:00,4.2,6.72,2.52
06/07/2023 12:45:00,3.4,5.8,2.4
06/07/2023 13:00:00,3,5.2,2.2
06/07/2023 13:15:00,3,4.84,1.84
06/07/2023 13:30:00,2.6,4.48,1.88
06/07/2023 13:45:00,2.8,4.56,1.76
06/07/2023 14:00:00,2.4,4.08,1.68
06/07/2023 14:15:00,2.2,3.92,1.72
06/07/2023 14:30:00,2.4,3.8,1.4
06/07/2023 14:45:00,2.2,3.72,1.52
06/07/2023 15:00:00,2.2,4,1.8
06/07/2023 15:15:00,2.4,3.76,1.36
06/07/2023 15:30:00,2,3.6,1.6
06/07/2023 15:45:00,3,4.92,1.92
06/07/2023 16:00:00,4.8,8,3.2
06/07/2023 16:15:00,6.6,11.16,4.56
06/07/2023 16:30:00,7,11.84,4.84
06/07/2023 16:45:00,5.4,9.24,3.84
06/07/2023 17:00:00,4.6,7.68,3.08
06/07/2023 17:15:00,3.8,6.52,2.72
06/07/2023 17:30:00,3.4,5.56,2.16
06/07/2023 17:45:00,3,5,2
06/07/2023 18:00:00,2.8,4.68,1.88
06/07/2023 18:15:00,2.4,4.28,1.88
06/07/2023 18:30:00,2.6,4.04,1.44
06/07/2023 18:45:00,2.2,3.96,1.76
06/07/2023 19:00:00,2.4,3.8,1.4
06/07/2023 19:15:00,2.2,3.76,1.56
06/07/2023 19:30:00,2.2,3.76,1.56
06/07/2023 19:45:00,2.2,3.76,1.56
06/07/2023 20:00:00,2.2,3.64,1.44
06/07/2023 20:15:00,2.4,4.2,1.8
06/07/2023 20:30:00,4,6.84,2.84
06/07/2023 20:45:00,6,10.04,4.04
06/07/2023 21:00:00,7.2,12.16,4.96
06/07/2023 21:15:00,8.8,14.52,5.72
06/07/2023 21:30:00,10.6,17.8,7.2
06/07/2023 21:45:00,9.6,16.04,6.44
06/07/2023 22:00:00,8.8,14.56,5.76
06/07/2023 22:15:00,8.4,13.88,5.48
06/07/2023 22:30:00,7.2,11.88,4.68
06/07/2023 22:45:00,5.4,8.96,3.56
06/07/2023 23:00:00,4.2,7,2.8
06/07/2023 23:15:00,3.6,5.8,2.2
06/07/2023 23:30:00,3,5.16,2.16
06/07/2023 23:45:00,2.8,4.64,1.84
07/07/2023 00:00:00,2.2,3.8,1.6
07/07/2023 00:15:00,2,3.12,1.12
07/07/2023 00:30:00,1.6,2.72,1.12
07/07/2023 00:45:00,1.4,2.4,1
07/07/2023 01:00:00,1.2,2.24,1.04
07/07/2023 01:15:00,1.2,2.08,0.88
07/07/2023 01:30:00,1.2,1.92,0.72
07/07/2023 01:45:00,1,1.84,0.84
07/07/2023 02:00:00,1.2,1.8,0.6
07/07/2023 02:15:00,1,1.76,0.76
07/07/2023 02:30:00,1,1.76,0.76
07/07/2023 02:45:00,1,1.72,0.72
07/07/2023 03:00:00,1,1.76,0.76
07/07/2023 03:15:00,1,1.72,0.72
07/07/2023 03:30:00,1,1.72,0.72
07/07/2023 03:45:00,1,1.72,0.72
07/07/2023 04:00:00,1,1.72,0.72
07/07/2023 04:15:00,1,1.72,0.72
07/07/2023 04:30:00,1,1.68,0.68
07/07/2023 04:45:00,1,1.68,0.68
07/07/2023 05:00:00,1,1.64,0.64
07/07/2023 05:15:00,1.2,2.04,0.84
07/07/2023 05:30:00,1.4,2.6,1.2
07/07/2023 05:45:00,1.2,1.92,0.72
07/07/2023 06:00:00,1,1.8,0.8
07/07/2023 06:15:00,1,1.76,0.76
07/07/2023 06:30:00,1,1.8,0.8
07/07/2023 06:45:00,1.2,1.92,0.72
07/07/2023 07:00:00,1.6,2.64,1.04
07/07/2023 07:15:00,3.2,5.6,2.4
07/07/2023 07:30:00,4.4,7.28,2.88
07/07/2023 07:45:00,3.8,6.76,2.96
07/07/2023 08:00:00,3.6,6.04,2.44
07/07/2023 08:15:00,3.2,5.48,2.28
07/07/2023 08:30:00,3,5.04,2.04
07/07/2023 08:45:00,2.6,4.52,1.92
07/07/2023 09:00:00,3.6,5.84,2.24
07/07/2023 09:15:00,6.2,10.52,4.32
07/07/2023 09:30:00,7.6,12.96,5.36
07/07/2023 09:45:00,7.4,12.48,5.08
07/07/2023 10:00:00,7.2,12.08,4.88
07/07/2023 10:15:00,7,11.88,4.88
07/07/2023 10:30:00,7.8,12.88,5.08
07/07/2023 10:45:00,8.6,14.56,5.96
07/07/2023 11:00:00,9.4,15.44,6.04
07/07/2023 11:15:00,8.4,14.2,5.8
07/07/2023 11:30:00,8.8,14.48,5.68
07/07/2023 11:45:00,8.8,14.8,6
07/07/2023 12:00:00,8.6,14.24,5.64
07/07/2023 12:15:00,6.4,10.92,4.52
07/07/2023 12:30:00,5.2,8.4,3.2
07/07/2023 12:45:00,4.2,7,2.8
07/07/2023 13:00:00,3.4,5.92,2.52
07/07/2023 13:15:00,3.2,5.28,2.08
07/07/2023 13:30:00,3,4.92,1.92
07/07/2023 13:45:00,2.8,4.8,2
07/07/2023 14:00:00,2.6,4.28,1.68
07/07/2023 14:15:00,2.4,4.04,1.64
07/07/2023 14:30:00,2.6,4.24,1.64
07/07/2023 14:45:00,2.4,4,1.6
07/07/2023 15:00:00,2.2,3.92,1.72
07/07/2023 15:15:00,2.6,4.24,1.64
07/07/2023 15:30:00,5.4,9.28,3.88
07/07/2023 15:45:00,8,13.36,5.36
07/07/2023 16:00:00,11.4,18.92,7.52
07/07/2023 16:15:00,13.2,21.8,8.6
07/07/2023 16:30:00,13.4,22.36,8.96
07/07/2023 16:45:00,11.2,18.08,6.88
07/07/2023 17:00:00,8,13.24,5.24
07/07/2023 17:15:00,5.8,9.4,3.6
07/07/2023 17:30:00,4.4,7.24,2.84
07/07/2023 17:45:00,3.6,5.96,2.36
07/07/2023 18:00:00,3.2,5.28,2.08
07/07/2023 18:15:00,2.6,4.56,1.96
07/07/2023 18:30:00,2.2,3.64,1.44
07/07/2023 18:45:00,1.8,3.12,1.32
07/07/2023 19:00:00,1.6,2.52,0.92
07/07/2023 19:15:00,1.4,2.32,0.92
07/07/2023 19:30:00,1.2,2.08,0.88
07/07/2023 19:45:00,1.2,2.04,0.84
07/07/2023 20:00:00,1.2,2,0.8
07/07/2023 20:15:00,1,1.92,0.92
07/07/2023 20:30:00,1.2,1.92,0.72
07/07/2023 20:45:00,1.2,2.04,0.84
07/07/2023 21:00:00,1.2,1.96,0.76
07/07/2023 21:15:00,1,1.84,0.84
07/07/2023 21:30:00,1,1.84,0.84
07/07/2023 21:45:00,1.2,1.84,0.64
07/07/2023 22:00:00,1,1.8,0.8
07/07/2023 22:15:00,1,1.8,0.8
07/07/2023 22:30:00,1.2,1.8,0.6
07/07/2023 22:45:00,1,1.8,0.8
07/07/2023 23:00:00,1,1.8,0.8
07/07/2023 23:15:00,1,1.8,0.8
07/07/2023 23:30:00,1,1.76,0.76
07/07/2023 23:45:00,1.2,1.76,0.56
08/07/2023 00:00:00,1,1.76,0.76
08/07/2023 00:15:00,1,1.76,0.76
08/07/2023 00:30:00,1,1.76,0.76
08/07/2023 00:45:00,1,1.72,0.72
08/07/2023 01:00:00,1,1.76,0.76
08/07/2023 01:15:00,1,1.76,0.76
08/07/2023 01:30:00,1,1.72,0.72
08/07/2023 01:45:00,1,1.76,0.76
08/07/2023 02:00:00,1.2,1.72,0.52
08/07/2023 02:15:00,1,1.72,0.72
08/07/2023 02:30:00,1,1.72,0.72
08/07/2023 02:45:00,1,1.76,0.76
08/07/2023 03:00:00,1,1.76,0.76
08/07/2023 03:15:00,1,1.8,0.8
08/07/2023 03:30:00,1,1.8,0.8
08/07/2023 03:45:00,1.2,1.76,0.56
08/07/2023 04:00:00,1,1.72,0.72
08/07/2023 04:15:00,1,1.72,0.72
08/07/2023 04:30:00,1,1.68,0.68
08/07/2023 04:45:00,0.8,1.68,0.88
08/07/2023 05:00:00,1,1.68,0.68
08/07/2023 05:15:00,1,1.72,0.72
08/07/2023 05:30:00,1,1.68,0.68
08/07/2023 05:45:00,1,1.72,0.72
08/07/2023 06:00:00,1,1.68,0.68
08/07/2023 06:15:00,1,1.72,0.72
08/07/2023 06:30:00,1,1.68,0.68
08/07/2023 06:45:00,1,1.68,0.68
08/07/2023 07:00:00,0.8,1.68,0.88
08/07/2023 07:15:00,1,1.64,0.64
08/07/2023 07:30:00,1,1.72,0.72
08/07/2023 07:45:00,1,1.68,0.68
08/07/2023 08:00:00,1,1.68,0.68
08/07/2023 08:15:00,0.8,1.72,0.92
08/07/2023 08:30:00,1,1.72,0.72
08/07/2023 08:45:00,1,1.68,0.68
08/07/2023 09:00:00,1,1.72,0.72
08/07/2023 09:15:00,0.8,1.68,0.88
08/07/2023 09:30:00,1,1.64,0.64
08/07/2023 09:45:00,1,1.68,0.68
08/07/2023 10:00:00,1,1.68,0.68
08/07/2023 10:15:00,1,1.72,0.72
08/07/2023 10:30:00,0.8,1.64,0.84
08/07/2023 10:45:00,1,1.64,0.64
08/07/2023 11:00:00,1,1.76,0.76
08/07/2023 11:15:00,1,1.72,0.72
08/07/2023 11:30:00,1,1.84,0.84
08/07/2023 11:45:00,1.8,2.92,1.12
08/07/2023 12:00:00,3.4,5.72,2.32
08/07/2023 12:15:00,6,10.28,4.28
08/07/2023 12:30:00,8,13.48,5.48
08/07/2023 12:45:00,9.2,15.44,6.24
08/07/2023 13:00:00,9.4,15.6,6.2
08/07/2023 13:15:00,9.4,15.68,6.28
08/07/2023 13:30:00,9,15,6
08/07/2023 13:45:00,7,11.52,4.52
08/07/2023 14:00:00,5.4,8.76,3.36
08/07/2023 14:15:00,4.2,7.04,2.84
08/07/2023 14:30:00,3.4,5.92,2.52
08/07/2023 14:45:00,3.2,5.16,1.96
08/07/2023 15:00:00,2.8,4.68,1.88
08/07/2023 15:15:00,2.6,4.4,1.8
08/07/2023 15:30:00,4,6.72,2.72
08/07/2023 15:45:00,7,11.88,4.88
08/07/2023 16:00:00,7.6,12.68,5.08
08/07/2023 16:15:00,7.6,12.8,5.2
08/07/2023 16:30:00,7.8,13.04,5.24
08/07/2023 16:45:00,7.4,12.24,4.84
08/07/2023 17:00:00,5.6,9.56,3.96
08/07/2023 17:15:00,5,8.2,3.2
08/07/2023 17:30:00,5.8,9.56,3.76
08/07/2023 17:45:00,7,11.76,4.76
08/07/2023 18:00:00,8,13.48,5.48
08/07/2023 18:15:00,7,11.8,4.8
08/07/2023 18:30:00,5.6,9.2,3.6
08/07/2023 18:45:00,4.4,7.56,3.16
08/07/2023 19:00:00,3.8,6.36,2.56
08/07/2023 19:15:00,3.4,5.64,2.24
08/07/2023 19:30:00,3.2,5.12,1.92
08/07/2023 19:45:00,2.8,4.84,2.04
08/07/2023 20:00:00,2.8,4.68,1.88
08/07/2023 20:15:00,2.6,4.48,1.88
08/07/2023 20:30:00,2.6,4.28,1.68
08/07/2023 20:45:00,2.6,4.16,1.56
08/07/2023 21:00:00,2.4,4.12,1.72
08/07/2023 21:15:00,2.4,4,1.6
08/07/2023 21:30:00,2.4,3.96,1.56
08/07/2023 21:45:00,2.2,3.96,1.76
08/07/2023 22:00:00,3.2,5.12,1.92
08/07/2023 22:15:00,4.8,8.2,3.4
08/07/2023 22:30:00,6.6,11.28,4.68
08/07/2023 22:45:00,7.2,11.96,4.76
08/07/2023 23:00:00,5.8,9.64,3.84
08/07/2023 23:15:00,4.6,7.88,3.28
08/07/2023 23:30:00,4,6.68,2.68
08/07/2023 23:45:00,3.6,5.88,2.28
09/07/2023 00:00:00,2.8,4.92,2.12
09/07/2023 00:15:00,2.4,3.96,1.56
09/07/2023 00:30:00,2,3.4,1.4
09/07/2023 00:45:00,1.8,2.8,1
09/07/2023 01:00:00,1.4,2.44,1.04
09/07/2023 01:15:00,1.2,2.12,0.92
09/07/2023 01:30:00,1.2,2,0.8
09/07/2023 01:45:00,1.2,1.88,0.68
09/07/2023 02:00:00,1,1.8,0.8
09/07/2023 02:15:00,1,1.84,0.84
09/07/2023 02:30:00,1,1.76,0.76
09/07/2023 02:45:00,1.2,1.72,0.52
09/07/2023 03:00:00,1,1.76,0.76
09/07/2023 03:15:00,1,1.76,0.76
09/07/2023 03:30:00,1,1.72,0.72
09/07/2023 03:45:00,1,1.72,0.72
09/07/2023 04:00:00,1,1.72,0.72
09/07/2023 04:15:00,1,1.72,0.72
09/07/2023 04:30:00,1,1.68,0.68
09/07/2023 04:45:00,1,1.72,0.72
09/07/2023 05:00:00,1,1.68,0.68
09/07/2023 05:15:00,0.8,1.68,0.88
09/07/2023 05:30:00,1,1.64,0.64
09/07/2023 05:45:00,1,1.68,0.68
09/07/2023 06:00:00,1,1.68,0.68
09/07/2023 06:15:00,1,1.68,0.68
09/07/2023 06:30:00,1,1.68,0.68
09/07/2023 06:45:00,1,1.76,0.76
09/07/2023 07:00:00,1,1.76,0.76
09/07/2023 07:15:00,1,1.76,0.76
09/07/2023 07:30:00,0.8,1.64,0.84
09/07/2023 07:45:00,1,1.68,0.68
09/07/2023 08:00:00,1,1.64,0.64
09/07/2023 08:15:00,0.8,1.68,0.88
09/07/2023 08:30:00,1.2,2,0.8
09/07/2023 08:45:00,1.8,3,1.2
09/07/2023 09:00:00,2.6,4.24,1.64
09/07/2023 09:15:00,3.2,5.48,2.28
09/07/2023 09:30:00,4.2,7.24,3.04
09/07/2023 09:45:00,6.2,10.24,4.04
09/07/2023 10:00:00,7.2,12.28,5.08
09/07/2023 10:15:00,6.8,11.52,4.72
09/07/2023 10:30:00,4.8,8.16,3.36
09/07/2023 10:45:00,3.6,5.88,2.28
09/07/2023 11:00:00,2.6,4.48,1.88
09/07/2023 11:15:00,2.4,3.76,1.36
09/07/2023 11:30:00,1.8,3.16,1.36
09/07/2023 11:45:00,1.6,2.72,1.12
09/07/2023 12:00:00,1.4,2.44,1.04
09/07/2023 12:15:00,1.4,2.16,0.76
09/07/2023 12:30:00,1.2,1.96,0.76
09/07/2023 12:45:00,1,1.88,0.88
09/07/2023 13:00:00,1,1.84,0.84
09/07/2023 13:15:00,1,1.84,0.84
09/07/2023 13:30:00,1,1.68,0.68
09/07/2023 13:45:00,1,1.72,0.72
09/07/2023 14:00:00,1,1.8,0.8
09/07/2023 14:15:00,1,1.84,0.84
09/07/2023 14:30:00,1,1.72,0.72
09/07/2023 14:45:00,1,1.68,0.68
09/07/2023 15:00:00,1,1.68,0.68
09/07/2023 15:15:00,1,1.68,0.68
09/07/2023 15:30:00,1,1.8,0.8
09/07/2023 15:45:00,1,1.8,0.8
09/07/2023 16:00:00,1,1.92,0.92
09/07/2023 16:15:00,1.4,2.12,0.72
09/07/2023 16:30:00,1.8,3.28,1.48
09/07/2023 16:45:00,6.2,10.4,4.2
09/07/2023 17:00:00,10.6,17.72,7.12
09/07/2023 17:15:00,12.6,20.84,8.24
09/07/2023 17:30:00,13.2,21.8,8.6
09/07/2023 17:45:00,12,19.52,7.52
09/07/2023 18:00:00,8.6,14.16,5.56
09/07/2023 18:15:00,6.2,9.96,3.76
09/07/2023 18:30:00,4.6,7.72,3.12
09/07/2023 18:45:00,3.8,6.2,2.4
09/07/2023 19:00:00,3.4,5.44,2.04
09/07/2023 19:15:00,3,5.08,2.08
09/07/2023 19:30:00,2.6,4.6,2
09/07/2023 19:45:00,2.6,4.32,1.72
09/07/2023 20:00:00,2.6,4.08,1.48
09/07/2023 20:15:00,2.2,3.96,1.76
09/07/2023 20:30:00,2.4,3.88,1.48
09/07/2023 20:45:00,2.2,3.76,1.56
09/07/2023 21:00:00,2.2,3.76,1.56
09/07/2023 21:15:00,2.4,3.72,1.32
09/07/2023 21:30:00,3,5.16,2.16
09/07/2023 21:45:00,4.8,8.24,3.44
09/07/2023 22:00:00,6.8,11.36,4.56
09/07/2023 22:15:00,6.8,11.48,4.68
09/07/2023 22:30:00,5.6,9.24,3.64
09/07/2023 22:45:00,4.4,7.48,3.08
09/07/2023 23:00:00,3.8,6.36,2.56
09/07/2023 23:15:00,3.4,5.72,2.32
09/07/2023 23:30:00,3.2,5.2,2
09/07/2023 23:45:00,2.8,4.8,2
10/07/2023 00:00:00,2.8,4.48,1.68
10/07/2023 00:15:00,2.4,4.24,1.84
10/07/2023 00:30:00,2.6,4.12,1.52
10/07/2023 00:45:00,2.2,3.96,1.76
10/07/2023 01:00:00,2.8,4.48,1.68
10/07/2023 01:15:00,5.6,9.6,4
10/07/2023 01:30:00,7,11.8,4.8
10/07/2023 01:45:00,7.2,12.08,4.88
10/07/2023 02:00:00,7.4,12.24,4.84
10/07/2023 02:15:00,7.4,12.6,5.2
10/07/2023 02:30:00,6.2,10.28,4.08
10/07/2023 02:45:00,4.8,8.2,3.4
10/07/2023 03:00:00,4.2,6.88,2.68
10/07/2023 03:15:00,3.6,5.92,2.32
10/07/2023 03:30:00,3.2,5.32,2.12
10/07/2023 03:45:00,2.8,4.8,2
10/07/2023 04:00:00,2.8,4.52,1.72
10/07/2023 04:15:00,2.4,4.24,1.84
10/07/2023 04:30:00,2.6,4.12,1.52
10/07/2023 04:45:00,2.2,3.92,1.72
10/07/2023 05:00:00,2,3.36,1.36
10/07/2023 05:15:00,1.8,2.84,1.04
10/07/2023 05:30:00,1.6,2.6,1
10/07/2023 05:45:00,1.4,2.44,1.04
10/07/2023 06:00:00,2.2,3.52,1.32
10/07/2023 06:15:00,3.8,6.6,2.8
10/07/2023 06:30:00,6,9.96,3.96
10/07/2023 06:45:00,5.8,9.88,4.08
10/07/2023 07:00:00,5,8.36,3.36
10/07/2023 07:15:00,4.2,7.08,2.88
10/07/2023 07:30:00,3.6,6.08,2.48
10/07/2023 07:45:00,3.2,5.32,2.12
10/07/2023 08:00:00,2.8,4.88,2.08
10/07/2023 08:15:00,2.8,4.56,1.76
10/07/2023 08:30:00,2.6,4.28,1.68
10/07/2023 08:45:00,2.4,4.16,1.76
10/07/2023 09:00:00,2.4,4.12,1.72
10/07/2023 09:15:00,2.6,4.2,1.6
10/07/2023 09:30:00,3.6,6.04,2.44
10/07/2023 09:45:00,5.2,8.8,3.6
10/07/2023 10:00:00,6.2,10.36,4.16
10/07/2023 10:15:00,5.6,9.28,3.68
10/07/2023 10:30:00,4,6.88,2.88
10/07/2023 10:45:00,3.2,5.32,2.12
10/07/2023 11:00:00,2.6,4.48,1.88
10/07/2023 11:15:00,2.2,3.76,1.56
10/07/2023 11:30:00,2,3.2,1.2
10/07/2023 11:45:00,1.6,2.8,1.2
10/07/2023 12:00:00,1.6,2.52,0.92
10/07/2023 12:15:00,1.4,2.32,0.92
10/07/2023 12:30:00,1.2,2.2,1
10/07/2023 12:45:00,1.2,2.12,0.92
10/07/2023 13:00:00,1.2,2.08,0.88
10/07/2023 13:15:00,1.2,2,0.8
10/07/2023 13:30:00,1.2,1.96,0.76
10/07/2023 13:45:00,1,1.88,0.88
10/07/2023 14:00:00,1.2,1.84,0.64
10/07/2023 14:15:00,1.6,2.72,1.12
10/07/2023 14:30:00,3,5.08,2.08
10/07/2023 14:45:00,4,6.84,2.84
10/07/2023 15:00:00,4.4,7.48,3.08
10/07/2023 15:15:00,4.8,8,3.2
10/07/2023 15:30:00,5.4,9.08,3.68
10/07/2023 15:45:00,6.6,11.16,4.56
10/07/2023 16:00:00,7.6,12.8,5.2
10/07/2023 16:15:00,6.8,11.24,4.44
10/07/2023 16:30:00,4.6,7.96,3.36
10/07/2023 16:45:00,3.6,5.84,2.24
10/07/2023 17:00:00,2.6,4.48,1.88
10/07/2023 17:15:00,2.2,3.72,1.52
10/07/2023 17:30:00,2,3.2,1.2
10/07/2023 17:45:00,1.6,2.8,1.2
10/07/2023 18:00:00,1.4,2.48,1.08
10/07/2023 18:15:00,1.4,2.32,0.92
10/07/2023 18:30:00,1.6,2.44,0.84
10/07/2023 18:45:00,1.2,2.04,0.84
10/07/2023 19:00:00,1,1.88,0.88
10/07/2023 19:15:00,1.2,1.84,0.64
10/07/2023 19:30:00,1,1.84,0.84
10/07/2023 19:45:00,1,1.84,0.84
10/07/2023 20:00:00,1,1.76,0.76
10/07/2023 20:15:00,1.2,1.8,0.6
10/07/2023 20:30:00,1,1.8,0.8
10/07/2023 20:45:00,1,1.72,0.72
10/07/2023 21:00:00,1,1.76,0.76
10/07/2023 21:15:00,1,1.76,0.76
10/07/2023 21:30:00,1,1.76,0.76
10/07/2023 21:45:00,1,1.76,0.76
10/07/2023 22:00:00,1.2,1.8,0.6
10/07/2023 22:15:00,1,1.8,0.8
10/07/2023 22:30:00,1,1.76,0.76
10/07/2023 22:45:00,1,1.76,0.76
10/07/2023 23:00:00,1,1.72,0.72
10/07/2023 23:15:00,1,1.72,0.72
10/07/2023 23:30:00,1,1.72,0.72
10/07/2023 23:45:00,1,1.72,0.72
11/07/2023 00:00:00,1,1.72,0.72
11/07/2023 00:15:00,1,1.72,0.72
11/07/2023 00:30:00,1,1.72,0.72
11/07/2023 00:45:00,1,1.72,0.72
11/07/2023 01:00:00,1,1.72,0.72
11/07/2023 01:15:00,1.2,1.72,0.52
11/07/2023 01:30:00,1,1.72,0.72
11/07/2023 01:45:00,0.8,1.68,0.88
11/07/2023 02:00:00,1,1.72,0.72
11/07/2023 02:15:00,1,1.68,0.68
11/07/2023 02:30:00,1,1.72,0.72
11/07/2023 02:45:00,1,1.68,0.68
11/07/2023 03:00:00,1,1.72,0.72
11/07/2023 03:15:00,1,1.68,0.68
11/07/2023 03:30:00,1,1.68,0.68
11/07/2023 03:45:00,1,1.68,0.68
11/07/2023 04:00:00,1,1.68,0.68
11/07/2023 04:15:00,1,1.68,0.68
11/07/2023 04:30:00,1,1.68,0.68
11/07/2023 04:45:00,1,1.72,0.72
11/07/2023 05:00:00,1,1.72,0.72
11/07/2023 05:15:00,1,1.64,0.64
11/07/2023 05:30:00,1,1.68,0.68
11/07/2023 05:45:00,1,1.68,0.68
11/07/2023 06:00:00,1,1.8,0.8
11/07/2023 06:15:00,1,1.72,0.72
11/07/2023 06:30:00,1,1.84,0.84
11/07/2023 06:45:00,1,1.76,0.76
11/07/2023 07:00:00,1,1.84,0.84
11/07/2023 07:15:00,1.2,1.88,0.68
11/07/2023 07:30:00,1,1.84,0.84
11/07/2023 07:45:00,1.2,1.96,0.76
11/07/2023 08:00:00,1.4,2.56,1.16
11/07/2023 08:15:00,2.4,3.96,1.56
11/07/2023 08:30:00,2.4,3.96,1.56
11/07/2023 08:45:00,2,3.6,1.6
11/07/2023 09:00:00,2,3.36,1.36
11/07/2023 09:15:00,2,3.16,1.16
11/07/2023 09:30:00,1.6,2.8,1.2
11/07/2023 09:45:00,1.6,2.6,1
11/07/2023 10:00:00,1.4,2.48,1.08
11/07/2023 10:15:00,1.4,2.36,0.96
11/07/2023 10:30:00,1.4,2.24,0.84
11/07/2023 10:45:00,1.2,2.16,0.96
11/07/2023 11:00:00,1.2,2.04,0.84
11/07/2023 11:15:00,1.2,2,0.8
11/07/2023 11:30:00,1,1.96,0.96
11/07/2023 11:45:00,1.2,1.88,0.68
11/07/2023 12:00:00,1.2,1.92,0.72
11/07/2023 12:15:00,1,1.88,0.88
11/07/2023 12:30:00,1.2,1.92,0.72
11/07/2023 12:45:00,1.6,2.92,1.32
11/07/2023 13:00:00,3.4,5.6,2.2
11/07/2023 13:15:00,4,6.88,2.88
11/07/2023 13:30:00,4.4,7.48,3.08
11/07/2023 13:45:00,4.6,7.84,3.24
11/07/2023 14:00:00,5.6,9.44,3.84
11/07/2023 14:15:00,7,11.84,4.84
11/07/2023 14:30:00,8,13.36,5.36
11/07/2023 14:45:00,6.8,11.48,4.68
11/07/2023 15:00:00,4.8,7.88,3.08
11/07/2023 15:15:00,3.4,5.64,2.24
11/07/2023 15:30:00,2.6,4.4,1.8
11/07/2023 15:45:00,2.2,3.68,1.48
11/07/2023 16:00:00,2,3.28,1.28
11/07/2023 16:15:00,1.6,2.96,1.36
11/07/2023 16:30:00,1.8,2.76,0.96
11/07/2023 16:45:00,1.6,2.76,1.16
11/07/2023 17:00:00,1.6,2.72,1.12
11/07/2023 17:15:00,1.6,2.76,1.16
11/07/2023 17:30:00,1.8,3.04,1.24
11/07/2023 17:45:00,1.8,3.04,1.24
11/07/2023 18:00:00,1.8,2.88,1.08
11/07/2023 18:15:00,1.6,2.76,1.16
11/07/2023 18:30:00,1.6,2.72,1.12
11/07/2023 18:45:00,1.6,2.52,0.92
11/07/2023 19:00:00,1.2,2.32,1.12
11/07/2023 19:15:00,1.4,2.16,0.76
11/07/2023 19:30:00,1.2,2.04,0.84
11/07/2023 19:45:00,1.2,2.04,0.84
11/07/2023 20:00:00,1,1.96,0.96
