Date of Reading,(CUS) UN0633 (Flow) (Flow (m3/hr)),(CUS) UN0630 (Flow) (Flow (m3/hr)),(IN) NX1201 (Flow) (Flow (m3/hr)),(OUT) UN0401 (Flow) (Flow (m3/hr)),(OUT) UN0601 (Flow) (Flow (m3/hr)),(OUT) UN0602 Flow (Flow (m3/hr)),(OUT) UN1301 15 Min flow (Flow (m3/hr)),(OUT) UN0402 Flow (Flow (m3/hr)),Pulborough 200mm Trunk main (Balance) (Flow (m3/hr))
17/05/2023 19:45:00,,,75.6,24.12,47.67998,,,,3.80002
17/05/2023 20:00:00,,,67.20001,21.72,42.19999,,,,3.28002
17/05/2023 20:15:00,,,72,21.84,46.48,,,,3.68
17/05/2023 20:30:00,,,67.20001,20.88,43.2,,,,3.12001
17/05/2023 20:45:00,,,61.6,19.92,38.44001,,,,3.23999
17/05/2023 21:00:00,,,60.40001,17.76,39.88001,,,,2.76
17/05/2023 21:15:00,,,64.00001,19.04,42.04001,,,,2.92
17/05/2023 21:30:00,,,59.60002,18.2,38.44001,,,,2.96001
17/05/2023 21:45:00,,,56.40001,16.44,37.08,,,,2.88001
17/05/2023 22:00:00,,,50.4,15.04,32.96,,,,2.4
17/05/2023 22:15:00,,,44.79998,13.28,29.36,,,,2.15998
17/05/2023 22:30:00,,,42.40001,13.12,27.12,,,,2.16001
17/05/2023 22:45:00,,,40.39999,12.28,26.36,,,,1.75999
17/05/2023 23:00:00,,,37.19999,11.6,23.76,,,,1.83999
17/05/2023 23:15:00,,,35.2,11.4,22.28,,,,1.52
17/05/2023 23:30:00,,,35.6,11.44,22.24,,,,1.92
17/05/2023 23:45:00,,,33.2,11.36,20.6,,,,1.24
18/05/2023 00:00:00,,,34,11.72,20.48,,,,1.8
18/05/2023 00:15:00,,,33.2,10.56,21.12,,,,1.52
18/05/2023 00:30:00,,,30.8,10.48,19.16,,,,1.16
18/05/2023 00:45:00,,,30.8,10.4,18.76,,,,1.64
18/05/2023 01:00:00,,,30.8,10.44,19.16,,,,1.2
18/05/2023 01:15:00,,,32.4,10.52,20.16,,,,1.72
18/05/2023 01:30:00,,,30.8,10.56,18.88,,,,1.36
18/05/2023 01:45:00,,,30.8,10.8,18.64,,,,1.36
18/05/2023 02:00:00,,,30.4,10.6,18.24,,,,1.56
18/05/2023 02:15:00,,,30.4,10.8,18.28,,,,1.32
18/05/2023 02:30:00,,,30,10.6,18.04,,,,1.36
18/05/2023 02:45:00,,,30.4,10.76,18,,,,1.64
18/05/2023 03:00:00,,,30.8,10.72,18.8,,,,1.28
18/05/2023 03:15:00,,,38.40001,10.64,26.16,,,,1.60001
18/05/2023 03:30:00,,,34.4,10.84,21.68,,,,1.88
18/05/2023 03:45:00,,,37.59998,10.76,25,,,,1.83998
18/05/2023 04:00:00,,,38.80001,10.84,26.44,,,,1.52001
18/05/2023 04:15:00,,,47.2,11.8,33,,,,2.4
18/05/2023 04:30:00,,,50.4,12.4,35.68,,,,2.32
18/05/2023 04:45:00,,,51.99998,13.08,36.24001,,,,2.67997
18/05/2023 05:00:00,,,52.40002,13.68,36.43999,,,,2.28003
18/05/2023 05:15:00,,,59.19998,16.68,39.71999,,,,2.79999
18/05/2023 05:30:00,,,60.40001,18.64,39.2,,,,2.56001
18/05/2023 05:45:00,,,77.60002,21.8,52.24,,,,3.56002
18/05/2023 06:00:00,,,87.99998,22.84,60.88,,,,4.27998
18/05/2023 06:15:00,,,91.19999,23.2,63.60001,,,,4.39998
18/05/2023 06:30:00,,,91.59998,25.24,62.20001,,,,4.15997
18/05/2023 06:45:00,,,90.79999,28.68,57.67999,,,,4.44
18/05/2023 07:00:00,,,91.19999,29.24,57.71999,,,,4.24
18/05/2023 07:15:00,,,92.80001,25.84,62.28,,,,4.68001
18/05/2023 07:30:00,,,92.80001,25.12,62.96,,,,4.72001
18/05/2023 07:45:00,,,86.8,24.84,58.12002,,,,3.83998
18/05/2023 08:00:00,,,86.8,26.16,56.12,,,,4.52
18/05/2023 08:15:00,,,80.39999,24.32,52.31999,,,,3.76
18/05/2023 08:30:00,,,83.59999,24.56,55.15999,,,,3.88
18/05/2023 08:45:00,,,77.60002,24.16,49.56001,,,,3.88001
18/05/2023 09:00:00,,,76,23.56,48.76002,,,,3.67998
18/05/2023 09:15:00,,,72.4,22.36,46.84,,,,3.2
18/05/2023 09:30:00,,,73.19999,26.32,43.31999,,,,3.56
18/05/2023 09:45:00,,,72,23.64,45.07999,,,,3.28001
18/05/2023 10:00:00,,,72.4,24.4,44.56001,,,,3.43999
18/05/2023 10:15:00,,,74.40001,27.64,43.36002,,,,3.39999
18/05/2023 10:30:00,,,78.40001,23.72,50.92002,,,,3.75999
18/05/2023 10:45:00,,,77.19998,24.56,48.88001,,,,3.75997
18/05/2023 11:00:00,,,70.80001,22.68,44.88001,,,,3.24
18/05/2023 11:15:00,,,71.6,22.16,45.92002,,,,3.51998
18/05/2023 11:30:00,,,64.4,21.08,40.11998,,,,3.20002
18/05/2023 11:45:00,,,64.00001,23.08,38.04001,,,,2.88
18/05/2023 12:00:00,,,61.2,22.28,35.8,,,,3.12
18/05/2023 12:15:00,,,62.39999,19.76,39.64,,,,2.99999
18/05/2023 12:30:00,,,62.39999,20.04,39.28,,,,3.07999
18/05/2023 12:45:00,,,60.8,18.6,39.24,,,,2.96
18/05/2023 13:00:00,,,58.79999,19.12,37.12,,,,2.55999
18/05/2023 13:15:00,,,63.60001,19,41.44,,,,3.16001
18/05/2023 13:30:00,,,59.19998,20.8,35.56,,,,2.83998
18/05/2023 13:45:00,,,63.60001,20.92,39.6,,,,3.08001
18/05/2023 14:00:00,,,61.2,18.72,39.35999,,,,3.12001
18/05/2023 14:15:00,,,59.19998,16.88,39.44002,,,,2.87996
18/05/2023 14:30:00,,,58,17.52,37.59998,,,,2.88002
18/05/2023 14:45:00,,,58.39999,17.64,38.31998,,,,2.44001
18/05/2023 15:00:00,,,64.4,19.2,42.08,,,,3.12
18/05/2023 15:15:00,,,61.2,20.92,37.15999,,,,3.12001
18/05/2023 15:30:00,,,62.79998,20.68,39.16001,,,,2.95997
18/05/2023 15:45:00,,,65.59999,18.92,43.36002,,,,3.31997
18/05/2023 16:00:00,,,65.59999,20.08,42.76001,,,,2.75998
18/05/2023 16:15:00,,,73.59998,22.76,47.00002,,,,3.83996
18/05/2023 16:30:00,,,70.40002,24.4,42.76001,,,,3.24001
18/05/2023 16:45:00,,,68.8,21.64,43.92,,,,3.24
18/05/2023 17:00:00,,,71.6,20.64,47.72002,,,,3.23998
18/05/2023 17:15:00,,,69.99998,21.84,44.68,,,,3.47998
18/05/2023 17:30:00,,,77.19998,21.36,52.16,,,,3.67998
18/05/2023 17:45:00,,,79.99999,24.12,51.99998,,,,3.88001
18/05/2023 18:00:00,,,79.99999,22.72,53.64,,,,3.63999
18/05/2023 18:15:00,,,77.60002,23.6,50.36,,,,3.64002
18/05/2023 18:30:00,,,75.2,23.8,47.92,,,,3.48
18/05/2023 18:45:00,,,83.99999,28.64,51.19999,,,,4.16
18/05/2023 19:00:00,,,75.2,22.08,49.39999,,,,3.72001
18/05/2023 19:15:00,,,76.39999,23.4,49.68,,,,3.31999
18/05/2023 19:30:00,,,73.59998,20.4,49.72,,,,3.47998
18/05/2023 19:45:00,,,67.60001,18.88,45.43999,,,,3.28002
18/05/2023 20:00:00,,,66.80002,21.08,42.8,,,,2.92002
18/05/2023 20:15:00,,,67.60001,21,43.16,,,,3.44001
18/05/2023 20:30:00,,,59.60002,17.8,38.95999,,,,2.84003
18/05/2023 20:45:00,,,63.20002,18.88,41.68001,,,,2.64001
18/05/2023 21:00:00,,,61.6,19.12,39.52001,,,,2.95999
18/05/2023 21:15:00,,,64.00001,18.24,42.84,,,,2.92001
18/05/2023 21:30:00,,,61.99999,17.8,41.28001,,,,2.91998
18/05/2023 21:45:00,,,56.00002,15.24,37.87999,,,,2.88003
18/05/2023 22:00:00,,,53.6,16.32,35.08,,,,2.2
18/05/2023 22:15:00,,,48.80002,15.32,30.96,,,,2.52002
18/05/2023 22:30:00,,,45.60001,14,29.6,,,,2.00001
18/05/2023 22:45:00,,,42.00001,12.56,27.44,,,,2.00001
18/05/2023 23:00:00,,,43.2,12.44,28.44,,,,2.32
18/05/2023 23:15:00,,,38.40001,12.24,24.28,,,,1.88001
18/05/2023 23:30:00,,,36.79999,12.72,22.36,,,,1.71999
18/05/2023 23:45:00,,,35.6,11.6,22.56,,,,1.44
19/05/2023 00:00:00,,,34.8,11.48,21.64,,,,1.68
19/05/2023 00:15:00,,,34.8,11.68,21.36,,,,1.76
19/05/2023 00:30:00,,,33.2,11.28,20.8,,,,1.12
19/05/2023 00:45:00,,,33.2,11.2,20.4,,,,1.6
19/05/2023 01:00:00,,,34,11.08,21.16,,,,1.76
19/05/2023 01:15:00,,,32,11,19.76,,,,1.24
19/05/2023 01:30:00,,,32.8,11.2,19.84,,,,1.76
19/05/2023 01:45:00,,,32,10.84,19.88,,,,1.28
19/05/2023 02:00:00,,,32.4,10.96,19.92,,,,1.52
19/05/2023 02:15:00,,,33.2,11.04,20.8,,,,1.36
19/05/2023 02:30:00,,,32.4,10.96,20,,,,1.44
19/05/2023 02:45:00,,,32,10.96,19.48,,,,1.56
19/05/2023 03:00:00,,,32.8,10.84,20.52,,,,1.44
19/05/2023 03:15:00,,,39.6,11.12,26.84,,,,1.64
19/05/2023 03:30:00,,,36,11,23.24,,,,1.76
19/05/2023 03:45:00,,,40.39999,11.12,27.28,,,,1.99999
19/05/2023 04:00:00,,,40.39999,11.08,27.68,,,,1.63999
19/05/2023 04:15:00,,,50,12.28,35.28,,,,2.44
19/05/2023 04:30:00,,,50,11.6,36,,,,2.4
19/05/2023 04:45:00,,,57.6,12.04,42.76001,,,,2.79999
19/05/2023 05:00:00,,,52.40002,12.84,37.19999,,,,2.36003
19/05/2023 05:15:00,,,56.40001,15.08,38.63999,,,,2.68002
19/05/2023 05:30:00,,,59.60002,15.72,41.28001,,,,2.60001
19/05/2023 05:45:00,,,71.6,17.76,50.51999,,,,3.32001
19/05/2023 06:00:00,,,81.60001,21.88,56.12,,,,3.60001
19/05/2023 06:15:00,,,94.39999,22.56,67.07999,,,,4.76
19/05/2023 06:30:00,,,94.79999,25.44,65.36002,,,,3.99997
19/05/2023 06:45:00,,,92.00002,26.68,60.55999,,,,4.76003
19/05/2023 07:00:00,,,89.6,25.84,59.51999,,,,4.24001
19/05/2023 07:15:00,,,90.4,28.2,57.80002,,,,4.39998
19/05/2023 07:30:00,,,90,26.88,59.08,,,,4.04
19/05/2023 07:45:00,,,86,23.88,57.84001,,,,4.27999
19/05/2023 08:00:00,,,79.6,24.12,51.91999,,,,3.56001
19/05/2023 08:15:00,,,83.2,27.32,51.88,,,,4
19/05/2023 08:30:00,,,82.8,25.2,53.56001,,,,4.03999
19/05/2023 08:45:00,,,83.2,24.12,55.00001,,,,4.07999
19/05/2023 09:00:00,,,74.80001,22.92,48.35999,,,,3.52002
19/05/2023 09:15:00,,,74.40001,22.64,48.44002,,,,3.31999
19/05/2023 09:30:00,,,77.19998,23.16,50.15999,,,,3.87999
19/05/2023 09:45:00,,,74.40001,22.8,47.92,,,,3.68001
19/05/2023 10:00:00,,,73.59998,24.84,45.36,,,,3.39998
19/05/2023 10:15:00,,,70.40002,21.16,45.68,,,,3.56002
19/05/2023 10:30:00,,,65.2,21.36,41.08,,,,2.76
19/05/2023 10:45:00,,,65.59999,20.96,41.28001,,,,3.35998
19/05/2023 11:00:00,,,60.40001,19.4,38.23999,,,,2.76002
19/05/2023 11:15:00,,,63.60001,20.2,40.32,,,,3.08001
19/05/2023 11:30:00,,,65.99999,20.08,42.59999,,,,3.32
19/05/2023 11:45:00,,,65.59999,19.72,42.72001,,,,3.15998
19/05/2023 12:00:00,,,65.59999,20,42.40001,,,,3.19998
19/05/2023 12:15:00,,,66.80002,20.92,42.72001,,,,3.16001
19/05/2023 12:30:00,,,65.2,21.4,40.64,,,,3.16
19/05/2023 12:45:00,,,68,21.76,42.84,,,,3.4
19/05/2023 13:00:00,,,68.8,20.68,44.79998,,,,3.32002
19/05/2023 13:15:00,,,67.20001,20.64,43.2,,,,3.36001
19/05/2023 13:30:00,,,60.00001,20.56,36.43999,,,,3.00002
19/05/2023 13:45:00,,,62.79998,22.04,37.91999,,,,2.83999
19/05/2023 14:00:00,,,63.60001,23.2,37.19999,,,,3.20002
19/05/2023 14:15:00,,,62.39999,23.32,36.28001,,,,2.79998
19/05/2023 14:30:00,,,63.20002,24.52,35.8,,,,2.88002
19/05/2023 14:45:00,,,64.00001,23.52,37.64002,,,,2.83999
19/05/2023 15:00:00,,,64.4,22.44,38.76001,,,,3.19999
19/05/2023 15:15:00,,,59.60002,19.32,37.64002,,,,2.64
19/05/2023 15:30:00,,,62.39999,19.16,40.36,,,,2.87999
19/05/2023 15:45:00,,,67.20001,22.64,41.44,,,,3.12001
19/05/2023 16:00:00,,,71.20001,25.12,42.84,,,,3.24001
19/05/2023 16:15:00,,,73.19999,23.04,46.91999,,,,3.24
19/05/2023 16:30:00,,,76,23.96,48.35999,,,,3.68001
19/05/2023 16:45:00,,,76.39999,22.36,50.56002,,,,3.47997
19/05/2023 17:00:00,,,80.39999,25.2,51.32002,,,,3.87997
19/05/2023 17:15:00,,,78.00001,25,49.56001,,,,3.44
19/05/2023 17:30:00,,,80.39999,26.16,50.32001,,,,3.91998
19/05/2023 17:45:00,,,81.60001,26.36,51.64002,,,,3.59999
19/05/2023 18:00:00,,,78.40001,25.48,49.24001,,,,3.68
19/05/2023 18:15:00,,,79.6,25.64,50.11999,,,,3.84001
19/05/2023 18:30:00,,,78.8,26.6,48.56,,,,3.64
19/05/2023 18:45:00,,,76,23.48,49,,,,3.52
19/05/2023 19:00:00,,,70.80001,20.36,47.04001,,,,3.4
19/05/2023 19:15:00,,,69.99998,22,44.56001,,,,3.43997
19/05/2023 19:30:00,,,68.4,19.76,45.56002,,,,3.07998
19/05/2023 19:45:00,,,65.2,20,42.12,,,,3.08
19/05/2023 20:00:00,,,60.00001,19.04,38.31998,,,,2.64003
19/05/2023 20:15:00,,,62.39999,20.16,39.56,,,,2.67999
19/05/2023 20:30:00,,,60.00001,18.76,38.31998,,,,2.92003
19/05/2023 20:45:00,,,58,17.56,37.91999,,,,2.52001
19/05/2023 21:00:00,,,59.19998,17.44,38.72002,,,,3.03996
19/05/2023 21:15:00,,,62.39999,19.68,40.03999,,,,2.68
19/05/2023 21:30:00,,,57.6,17.12,38.04001,,,,2.43999
19/05/2023 21:45:00,,,55.59998,16.52,36.28001,,,,2.79997
19/05/2023 22:00:00,,,52.40002,15.44,34.72,,,,2.24002
19/05/2023 22:15:00,,,50,14.6,32.96,,,,2.44
19/05/2023 22:30:00,,,43.99999,13.28,28.68,,,,2.03999
19/05/2023 22:45:00,,,44.79998,13.8,29,,,,1.99998
19/05/2023 23:00:00,,,46.4,13.64,30.72,,,,2.04
19/05/2023 23:15:00,,,38.80001,12.28,24.4,,,,2.12001
19/05/2023 23:30:00,,,36,12.16,22.32,,,,1.52
19/05/2023 23:45:00,,,34.8,11.84,21.48,,,,1.48
20/05/2023 00:00:00,,,34.8,12.28,20.96,,,,1.56
20/05/2023 00:15:00,,,33.2,11.68,20,,,,1.52
20/05/2023 00:30:00,,,32.4,11.56,19.56,,,,1.28
20/05/2023 00:45:00,,,34,11.4,20.88,,,,1.72
20/05/2023 01:00:00,,,31.6,11.04,19.2,,,,1.36
20/05/2023 01:15:00,,,31.6,10.84,19.2,,,,1.56
20/05/2023 01:30:00,,,31.6,11.04,19.28,,,,1.28
20/05/2023 01:45:00,,,31.2,10.8,19.24,,,,1.16
20/05/2023 02:00:00,,,32,11.04,19.4,,,,1.56
20/05/2023 02:15:00,,,32,11.2,19.52,,,,1.28
20/05/2023 02:30:00,,,32.4,11.04,19.88,,,,1.48
20/05/2023 02:45:00,,,31.2,10.8,18.88,,,,1.52
20/05/2023 03:00:00,,,32.4,10.92,20.08,,,,1.4
20/05/2023 03:15:00,,,38.00002,11.16,25.2,,,,1.64002
20/05/2023 03:30:00,,,32.8,11.04,20.24,,,,1.52
20/05/2023 03:45:00,,,34.4,10.96,22.2,,,,1.24
20/05/2023 04:00:00,,,32.8,11.08,20.16,,,,1.56
20/05/2023 04:15:00,,,39.2,11.24,26.32,,,,1.64
20/05/2023 04:30:00,,,42.00001,12.52,27.48,,,,2.00001
20/05/2023 04:45:00,,,42.40001,11.48,29,,,,1.92001
20/05/2023 05:00:00,,,41.60002,11.96,27.84,,,,1.80002
20/05/2023 05:15:00,,,44.39999,12.6,29.72,,,,2.07999
20/05/2023 05:30:00,,,46.00001,16.36,27.52,,,,2.12001
20/05/2023 05:45:00,,,55.19999,15.8,36.79999,,,,2.6
20/05/2023 06:00:00,,,61.2,15.84,42.72001,,,,2.63999
20/05/2023 06:15:00,,,62.39999,17.76,41.72,,,,2.91999
20/05/2023 06:30:00,,,69.59999,20.04,46.48,,,,3.07999
20/05/2023 06:45:00,,,74.00002,22.04,48.71999,,,,3.24003
20/05/2023 07:00:00,,,76.79999,24.2,49.20001,,,,3.39998
20/05/2023 07:15:00,,,85.60001,27.92,53.68,,,,4.00001
20/05/2023 07:30:00,,,89.20001,25.88,59.36,,,,3.96001
20/05/2023 07:45:00,,,98.39999,28.6,65.04001,,,,4.75998
20/05/2023 08:00:00,,,95.19998,26.6,64.19999,,,,4.39999
20/05/2023 08:15:00,,,95.60002,27.52,63.79999,,,,4.28003
20/05/2023 08:30:00,,,100.4,29.64,65.76001,,,,4.99999
20/05/2023 08:45:00,,,100.8,28.44,67.60001,,,,4.75999
20/05/2023 09:00:00,,,100.4,26.52,69.04001,,,,4.83999
20/05/2023 09:15:00,,,99.60001,28.24,66.88001,,,,4.48
20/05/2023 09:30:00,,,93.6,28.44,60.59999,,,,4.56001
20/05/2023 09:45:00,,,91.59998,28.68,58.64,,,,4.27998
20/05/2023 10:00:00,,,90.79999,26.64,60.23999,,,,3.92
20/05/2023 10:15:00,,,87.59999,25.24,58.28,,,,4.07999
20/05/2023 10:30:00,,,88.40002,25.96,58.16002,,,,4.28
20/05/2023 10:45:00,,,90.79999,24.76,61.56,,,,4.47999
20/05/2023 11:00:00,,,92.40001,25.28,62.68,,,,4.44001
20/05/2023 11:15:00,,,93.6,23.84,65.23999,,,,4.52001
20/05/2023 11:30:00,,,95.60002,25.32,65.63999,,,,4.64003
20/05/2023 11:45:00,,,87.59999,22.96,60.44,,,,4.19999
20/05/2023 12:00:00,,,87.99998,23.96,59.8,,,,4.23998
20/05/2023 12:15:00,,,84.80002,23.2,57.64,,,,3.96002
20/05/2023 12:30:00,,,75.6,22.08,49.72,,,,3.8
20/05/2023 12:45:00,,,72.4,25.2,44.12002,,,,3.07998
20/05/2023 13:00:00,,,74.40001,27.16,43.80001,,,,3.44
20/05/2023 13:15:00,,,72.4,25,43.96,,,,3.44
20/05/2023 13:30:00,,,73.59998,25.64,44.52001,,,,3.43997
20/05/2023 13:45:00,,,69.59999,23.44,42.8,,,,3.35999
20/05/2023 14:00:00,,,67.60001,23.4,41.15999,,,,3.04002
20/05/2023 14:15:00,,,67.20001,21.92,41.91998,,,,3.36003
20/05/2023 14:30:00,,,63.20002,21.72,38.67998,,,,2.80004
20/05/2023 14:45:00,,,66.80002,23.44,40.24001,,,,3.12001
20/05/2023 15:00:00,,,68,24.44,40.68,,,,2.88
20/05/2023 15:15:00,,,64.4,23.64,37.84,,,,2.92
20/05/2023 15:30:00,,,73.19999,23.44,46.08,,,,3.67999
20/05/2023 15:45:00,,,69.99998,22.72,44.28,,,,2.99998
20/05/2023 16:00:00,,,70.40002,21.8,45.28001,,,,3.32001
20/05/2023 16:15:00,,,70.40002,21.48,45.56002,,,,3.36
20/05/2023 16:30:00,,,75.6,24.12,47.80001,,,,3.67999
20/05/2023 16:45:00,,,78.00001,26.4,47.95999,,,,3.64002
20/05/2023 17:00:00,,,83.2,25.4,54.07999,,,,3.72001
20/05/2023 17:15:00,,,84.80002,29.08,51.72001,,,,4.00001
20/05/2023 17:30:00,,,86,27.12,55.00001,,,,3.87999
20/05/2023 17:45:00,,,80.39999,24.28,52.27999,,,,3.84
20/05/2023 18:00:00,,,75.2,23.56,47.99999,,,,3.64001
20/05/2023 18:15:00,,,74.80001,22.12,49.28,,,,3.40001
20/05/2023 18:30:00,,,74.40001,23.92,47.12,,,,3.36001
20/05/2023 18:45:00,,,76,24.92,47.52,,,,3.56
20/05/2023 19:00:00,,,70.80001,22.6,44.64,,,,3.56001
20/05/2023 19:15:00,,,71.20001,22.48,45.60001,,,,3.12
20/05/2023 19:30:00,,,67.60001,20.92,43.40002,,,,3.27999
20/05/2023 19:45:00,,,65.99999,21.4,41.47999,,,,3.12
20/05/2023 20:00:00,,,64.00001,19.72,41.47999,,,,2.80002
20/05/2023 20:15:00,,,66.39998,18.52,44.6,,,,3.27998
20/05/2023 20:30:00,,,63.60001,19.52,41.24002,,,,2.83999
20/05/2023 20:45:00,,,59.19998,18.2,38.52,,,,2.47998
20/05/2023 21:00:00,,,58,18.76,36.4,,,,2.84
20/05/2023 21:15:00,,,59.19998,18.2,38.40001,,,,2.59997
20/05/2023 21:30:00,,,56.40001,17.12,36.87998,,,,2.40003
20/05/2023 21:45:00,,,60.40001,18,39.56,,,,2.84001
20/05/2023 22:00:00,,,52.40002,16.88,33.08,,,,2.44002
20/05/2023 22:15:00,,,50,17.08,30.76,,,,2.16
20/05/2023 22:30:00,,,49.60001,16.2,31.08,,,,2.32001
20/05/2023 22:45:00,,,43.6,13.8,27.96,,,,1.84
20/05/2023 23:00:00,,,42.00001,13.4,26.88,,,,1.72001
20/05/2023 23:15:00,,,41.60002,12.52,26.96,,,,2.12002
20/05/2023 23:30:00,,,40.39999,13.2,25.68,,,,1.51999
20/05/2023 23:45:00,,,36.79999,12.8,22.4,,,,1.59999
21/05/2023 00:00:00,,,37.19999,12.96,22.6,,,,1.63999
21/05/2023 00:15:00,,,35.6,12.2,21.68,,,,1.72
21/05/2023 00:30:00,,,35.2,11.96,21.56,,,,1.68
21/05/2023 00:45:00,,,34,12.24,20.48,,,,1.28
21/05/2023 01:00:00,,,34,12.36,20.32,,,,1.32
21/05/2023 01:15:00,,,34.8,11.92,21.24,,,,1.64
21/05/2023 01:30:00,,,34,11.76,20.8,,,,1.44
21/05/2023 01:45:00,,,34.8,11.92,21.36,,,,1.52
21/05/2023 02:00:00,,,34,11.6,21.04,,,,1.36
21/05/2023 02:15:00,,,34,11.52,20.76,,,,1.72
21/05/2023 02:30:00,,,34.8,12.08,21.36,,,,1.36
21/05/2023 02:45:00,,,34.4,11.72,21.16,,,,1.52
21/05/2023 03:00:00,,,36.4,11.36,23.44,,,,1.6
21/05/2023 03:15:00,,,42.8,11.4,29.56,,,,1.84
21/05/2023 03:30:00,,,36.4,11.48,23.2,,,,1.72
21/05/2023 03:45:00,,,39.2,11.52,26,,,,1.68
21/05/2023 04:00:00,,,40,11.32,26.68,,,,2
21/05/2023 04:15:00,,,41.19998,11.16,28.44,,,,1.59998
21/05/2023 04:30:00,,,42.00001,11.28,28.8,,,,1.92001
21/05/2023 04:45:00,,,42.40001,11.64,28.68,,,,2.08001
21/05/2023 05:00:00,,,38.40001,12.08,24.6,,,,1.72001
21/05/2023 05:15:00,,,38.00002,12.2,24.12,,,,1.68002
21/05/2023 05:30:00,,,40.79999,13,26.28,,,,1.51999
21/05/2023 05:45:00,,,47.2,13.6,31.44,,,,2.16
21/05/2023 06:00:00,,,58.39999,15.76,40.11998,,,,2.52001
21/05/2023 06:15:00,,,64.4,15.56,45.51998,,,,3.32002
21/05/2023 06:30:00,,,68.4,16.72,48.6,,,,3.08
21/05/2023 06:45:00,,,66.39998,19.32,44.28,,,,2.79998
21/05/2023 07:00:00,,,75.2,20.72,50.83999,,,,3.64001
21/05/2023 07:15:00,,,80.39999,21.72,54.87998,,,,3.80001
21/05/2023 07:30:00,,,92.00002,25.28,62.35999,,,,4.36003
21/05/2023 07:45:00,,,97.2,25.8,66.76002,,,,4.63998
21/05/2023 08:00:00,,,99.20002,29.16,65.36002,,,,4.68
21/05/2023 08:15:00,,,100.8,27.08,68.76,,,,4.96
21/05/2023 08:30:00,,,99.60001,27.12,68,,,,4.48001
21/05/2023 08:45:00,,,103.20001,26.64,71.28,,,,5.28001
21/05/2023 09:00:00,,,103.60001,28.2,70.48001,,,,4.92
21/05/2023 09:15:00,,,102.39998,27.88,69.72001,,,,4.79997
21/05/2023 09:30:00,,,95.60002,24.44,66.39998,,,,4.76004
21/05/2023 09:45:00,,,97.2,26.16,66.28,,,,4.76
21/05/2023 10:00:00,,,92.80001,26.48,61.88,,,,4.44001
21/05/2023 10:15:00,,,94.79999,26.76,63.83999,,,,4.2
21/05/2023 10:30:00,,,95.19998,27.64,62.92001,,,,4.63997
21/05/2023 10:45:00,,,79.2,24.8,50.4,,,,4
21/05/2023 11:00:00,,,81.20002,24.08,53.39999,,,,3.72003
21/05/2023 11:15:00,,,84.39998,26.2,54.24001,,,,3.95997
21/05/2023 11:30:00,,,79.6,25.76,50.11999,,,,3.72001
21/05/2023 11:45:00,,,79.99999,25.04,51.40001,,,,3.55998
21/05/2023 12:00:00,,,70.40002,21.76,45.07999,,,,3.56003
21/05/2023 12:15:00,,,71.6,22.84,45.51998,,,,3.24002
21/05/2023 12:30:00,,,70.80001,22.04,45.72,,,,3.04001
21/05/2023 12:45:00,,,69.59999,21.48,44.64,,,,3.47999
21/05/2023 13:00:00,,,72.4,22.36,46.72001,,,,3.31999
21/05/2023 13:15:00,,,64.8,20.16,41.56002,,,,3.07998
21/05/2023 13:30:00,,,67.60001,21.2,43.40002,,,,2.99999
21/05/2023 13:45:00,,,66.80002,20,43.63999,,,,3.16003
21/05/2023 14:00:00,,,64.00001,21.16,39.76002,,,,3.07999
21/05/2023 14:15:00,,,66.39998,21.28,42.04001,,,,3.07997
21/05/2023 14:30:00,,,63.20002,20.64,39.96,,,,2.60002
21/05/2023 14:45:00,,,68.8,22.44,42.88,,,,3.48
21/05/2023 15:00:00,,,67.60001,23.12,41.68001,,,,2.8
21/05/2023 15:15:00,,,67.60001,21.68,42.8,,,,3.12001
21/05/2023 15:30:00,,,70.80001,22.48,45.11999,,,,3.20002
21/05/2023 15:45:00,,,74.80001,23.32,47.99999,,,,3.48002
21/05/2023 16:00:00,,,78.00001,27.28,46.8,,,,3.92001
21/05/2023 16:15:00,,,76,25.64,46.91999,,,,3.44001
21/05/2023 16:30:00,,,80.79998,28.28,48.71999,,,,3.79999
21/05/2023 16:45:00,,,86,29.84,52.24,,,,3.92
21/05/2023 17:00:00,,,92.80001,31.48,56.99999,,,,4.32002
21/05/2023 17:15:00,,,93.6,27.96,61.40002,,,,4.23998
21/05/2023 17:30:00,,,91.19999,28.44,58.24001,,,,4.51998
21/05/2023 17:45:00,,,93.2,26.88,62.16001,,,,4.15999
21/05/2023 18:00:00,,,82.8,23.44,55.48,,,,3.88
21/05/2023 18:15:00,,,90,28.28,57.35999,,,,4.36001
21/05/2023 18:30:00,,,87.99998,29.6,54.56002,,,,3.83996
21/05/2023 18:45:00,,,82.8,24.56,54.36,,,,3.88
21/05/2023 19:00:00,,,74.80001,21.92,49.39999,,,,3.48002
21/05/2023 19:15:00,,,76,22.96,49.47998,,,,3.56002
21/05/2023 19:30:00,,,72,21.84,46.87999,,,,3.28001
21/05/2023 19:45:00,,,72,22.08,46.64002,,,,3.27998
21/05/2023 20:00:00,,,66.39998,21,42.48,,,,2.91998
21/05/2023 20:15:00,,,71.20001,24.36,43.40002,,,,3.43999
21/05/2023 20:30:00,,,63.20002,21.32,39.08002,,,,2.8
21/05/2023 20:45:00,,,61.2,19.08,39.39998,,,,2.72002
