Date of Reading,(IN) BT0901 (Flow) (Flow (m3/hr)),(OUT) BT0301 (Flow) (Flow (m3/hr)),(OUT) BT0601 (Flow) (Flow (m3/hr)),(OUT) BT0701 (Flow) (Flow (m3/hr)),(OUT) BT0202 Flow (Flow (m3/hr)),Buchan Tower North outlet TM (Balance) (Flow (m3/hr))
30/07/2024 23:00:00,40.39999,17.32,17.44,3.276,1.996,0.36799
30/07/2024 23:15:00,36,16.36,14.04,3.016,2.008,0.576
30/07/2024 23:30:00,31.6,14.8,12.16,2.72,1.792,0.128
30/07/2024 23:45:00,28.4,12.72,11.16,2.26,1.888,0.372
31/07/2024 00:00:00,29.2,13.08,11.68,2.812,1.408,0.22
31/07/2024 00:15:00,27.6,11.8,10.92,2.548,1.656,0.676
31/07/2024 00:30:00,26.4,11.76,10.68,2.1,1.512,0.348
31/07/2024 00:45:00,25.2,10.28,10.68,2.604,1.252,0.384
31/07/2024 01:00:00,24.8,11,10.44,2.044,1.244,0.072
31/07/2024 01:15:00,25.2,11.4,10.56,1.948,1.2,0.092
31/07/2024 01:30:00,24.4,10.4,10.16,2.572,1.2,0.068
31/07/2024 01:45:00,22.4,9.56,9.8,1.684,1.2,0.156
31/07/2024 02:00:00,24,9.76,10.32,1.756,1.508,0.656
31/07/2024 02:15:00,23.2,9.92,9.84,2.004,1.296,0.14
31/07/2024 02:30:00,22.8,9.16,9.56,1.804,1.76,0.516
31/07/2024 02:45:00,23.2,9.92,9.32,1.996,1.624,0.34
31/07/2024 03:00:00,23.6,10.32,10.16,1.832,1.568,-0.28
31/07/2024 03:15:00,23.2,9.52,10.08,1.984,1.344,0.272
31/07/2024 03:30:00,24.8,10.8,11,1.672,1.544,-0.216
31/07/2024 03:45:00,25.6,11.48,9.32,1.928,1.336,1.536
31/07/2024 04:00:00,27.6,12.2,11.24,2.52,1.456,0.184
31/07/2024 04:15:00,30,12.04,13.36,2.508,1.348,0.744
31/07/2024 04:30:00,31.2,14.12,12.84,2.876,1.412,-0.048
31/07/2024 04:45:00,33.6,13.76,14.6,2.976,2.04,0.224
31/07/2024 05:00:00,37.59998,15.36,15.88,3.492,2.124,0.74398
31/07/2024 05:15:00,41.60002,17.04,18.12,4.164,2.124,0.15202
31/07/2024 05:30:00,46.4,17.96,20.32,4.788,2.404,0.928
31/07/2024 05:45:00,49.20001,19.68,19.8,6.172,2.86,0.68801
31/07/2024 06:00:00,52.40002,21.92,21.44,5.592,2.676,0.77202
31/07/2024 06:15:00,58.39999,25.2,22.16,6.908,3.744,0.38799
31/07/2024 06:30:00,59.19998,23.24,25.12,6.62,3.528,0.69198
31/07/2024 06:45:00,60.40001,23.56,27.76,5.58,3.132,0.36801
31/07/2024 07:00:00,62.79998,25.64,29.2,5.856,2.484,-0.38002
31/07/2024 07:15:00,64.4,29.48,27.56,6.196,2.312,-1.148
31/07/2024 07:30:00,62.39999,24.96,29.88,5.152,3.048,-0.64001
31/07/2024 07:45:00,59.60002,24.52,27.36,5.904,2.62,-0.80398
31/07/2024 08:00:00,61.99999,27.4,27.76,5.176,2.092,-0.42801
31/07/2024 08:15:00,65.99999,27.96,28.12,7.232,2.656,0.03199
31/07/2024 08:30:00,68,31,28.96,4.62,3.648,-0.228
31/07/2024 08:45:00,69.99998,30.48,28.56,5.388,3.68,1.89198
31/07/2024 09:00:00,68.8,31.76,27.48,5.252,2.908,1.4
31/07/2024 09:15:00,66.39998,28.68,28.88,5.58,2.828,0.43198
31/07/2024 09:30:00,68.8,32.76,28.12,4.612,2.972,0.336
31/07/2024 09:45:00,65.59999,29.84,26.48,4.416,3.032,1.83199
31/07/2024 10:00:00,68.4,30.16,28.4,6.14,3.768,-0.068
31/07/2024 10:15:00,71.20001,30.2,32.44,5.956,2.428,0.17601
31/07/2024 10:30:00,68,31.84,28.44,4.552,2.044,1.124
31/07/2024 10:45:00,66.80002,29.84,29.84,5.416,2.456,-0.75198
31/07/2024 11:00:00,67.60001,30.64,29.44,4.888,2.544,0.08801
31/07/2024 11:15:00,68,30.84,28.92,5.18,2.376,0.684
31/07/2024 11:30:00,67.20001,30.92,26.88,5.832,2.584,0.98401
31/07/2024 11:45:00,64.4,31.2,25.6,5.58,2.216,-0.196
31/07/2024 12:00:00,62.79998,31.04,25.2,3.812,2.688,0.05998
31/07/2024 12:15:00,65.2,30.44,27.24,4.424,2.324,0.772
31/07/2024 12:30:00,65.2,30.96,26.04,5.132,2.76,0.308
31/07/2024 12:45:00,60.8,29.76,23.72,4.736,1.976,0.608
31/07/2024 13:00:00,56.80001,26.76,22.92,4.868,2.58,-0.32799
31/07/2024 13:15:00,56.40001,25.16,23.48,4.148,2.924,0.68801
31/07/2024 13:30:00,55.19999,27.32,20.4,4.412,2.628,0.43999
31/07/2024 13:45:00,58,26.96,22.44,5.496,2.564,0.54
31/07/2024 14:00:00,58.39999,26.24,23.28,5.056,3.168,0.65599
31/07/2024 14:15:00,60.8,27.88,25.68,4.868,2.204,0.168
31/07/2024 14:30:00,63.60001,28.32,27.44,4.94,2.576,0.32401
31/07/2024 14:45:00,64.8,30.76,26.12,5.476,2.22,0.224
31/07/2024 15:00:00,64.8,28.4,28.2,5.3,2.884,0.016
31/07/2024 15:15:00,63.60001,28.04,25.6,6.004,3.868,0.08801
31/07/2024 15:30:00,61.2,28.04,22.56,5.032,2.808,2.76
31/07/2024 15:45:00,64.8,29.4,26.88,5.808,2.448,0.264
31/07/2024 16:00:00,66.39998,30.4,26.64,7.356,2.208,-0.20402
31/07/2024 16:15:00,71.20001,32.36,30.56,6.52,2.6,-0.83999
31/07/2024 16:30:00,68.8,31.08,29.32,5.664,2.716,0.02
31/07/2024 16:45:00,74.00002,31.92,31.96,6.796,2.696,0.62802
31/07/2024 17:00:00,78.40001,33.8,32.4,7.76,3.324,1.11601
31/07/2024 17:15:00,78.8,35.76,30.92,8.06,3.332,0.728
31/07/2024 17:30:00,82.8,35.4,32.84,8.728,3.884,1.948
31/07/2024 17:45:00,86.8,36.60001,36.56002,7.556,3.58,2.50397
31/07/2024 18:00:00,86.8,38.04001,34.8,9.028,3.48,1.45199
31/07/2024 18:15:00,80.79998,38.40001,30.08,8.368,3.256,0.69597
31/07/2024 18:30:00,84.39998,38.67998,32.32,9.592,3.532,0.276
31/07/2024 18:45:00,85.20001,38.16,33.56,9.1,3.4,0.98001
31/07/2024 19:00:00,85.60001,38.36002,34.56,8.6,3.756,0.32399
31/07/2024 19:15:00,83.99999,36.56002,35.8,8.616,2.752,0.27197
31/07/2024 19:30:00,81.60001,36.64001,34.16,6.292,3.108,1.4
31/07/2024 19:45:00,78.00001,34.44,31.4,6.484,3.724,1.95201
31/07/2024 20:00:00,72.4,32.72,30,6.016,2.42,1.244
31/07/2024 20:15:00,74.80001,33.24,31.56,6.756,3.008,0.23601
31/07/2024 20:30:00,72.79999,30.32,32.16,6.888,2.844,0.58799
31/07/2024 20:45:00,64.8,28.52,26.8,6.04,3.084,0.356
31/07/2024 21:00:00,65.99999,28.44,25.8,8.072,3.1,0.58799
31/07/2024 21:15:00,61.99999,28.08,24.04,5.648,3.216,1.01599
31/07/2024 21:30:00,56.80001,25.36,22.8,4.772,1.988,1.88001
31/07/2024 21:45:00,54.79999,23.76,23.44,4.48,2.672,0.44799
31/07/2024 22:00:00,56.80001,26.2,22.92,4.224,2.596,0.86001
31/07/2024 22:15:00,53.6,25.36,22.08,3.196,2.512,0.452
31/07/2024 22:30:00,46.00001,21.76,18.12,3.248,3.032,-0.15999
31/07/2024 22:45:00,42.00001,19.76,16.64,2.988,2.26,0.35201
31/07/2024 23:00:00,39.6,17.64,16.4,3.508,1.924,0.128
31/07/2024 23:15:00,34.4,15.16,13.6,2.908,2.032,0.7
31/07/2024 23:30:00,32,13.6,13.84,2.52,1.7,0.34
31/07/2024 23:45:00,30,13.4,12.64,2.052,1.688,0.22
01/08/2024 00:00:00,28,12.28,11.84,2.256,1.408,0.216
01/08/2024 00:15:00,26.4,11.68,11.32,1.912,1.316,0.172
01/08/2024 00:30:00,25.6,11.24,10.64,1.948,1.448,0.324
01/08/2024 00:45:00,24.8,10.48,10.12,2.468,1.26,0.472
01/08/2024 01:00:00,22.8,9.76,9.8,1.8,1.148,0.292
01/08/2024 01:15:00,24.4,10.64,10.04,1.664,1.38,0.676
01/08/2024 01:30:00,24,9.92,9.68,2.048,1.804,0.548
01/08/2024 01:45:00,24,9.8,10.12,1.98,1.452,0.648
01/08/2024 02:00:00,24.4,11.44,9.48,1.696,1.408,0.376
01/08/2024 02:15:00,22.4,9.32,9.44,1.964,1.24,0.436
01/08/2024 02:30:00,22,9.28,9.52,1.628,1.252,0.32
01/08/2024 02:45:00,23.2,9.6,10.04,1.592,1.396,0.572
01/08/2024 03:00:00,22.4,9.24,9.44,1.636,1.544,0.54
01/08/2024 03:15:00,24,9.6,9.8,1.92,1.68,1
01/08/2024 03:30:00,26.4,11.2,11.68,1.568,1.452,0.5
01/08/2024 03:45:00,25.2,11.12,10.76,1.88,1.196,0.244
01/08/2024 04:00:00,28.4,11.6,12.32,2.548,1.096,0.836
01/08/2024 04:15:00,29.6,12.56,12.44,2.452,1.46,0.688
01/08/2024 04:30:00,30.4,13.6,12.48,2.28,1.74,0.3
01/08/2024 04:45:00,35.2,14.84,14.36,3.428,1.536,1.036
01/08/2024 05:00:00,37.19999,15.68,15.44,2.668,1.828,1.58399
01/08/2024 05:15:00,37.59998,15.16,16.24,2.956,2.688,0.55598
01/08/2024 05:30:00,43.99999,16.24,18.88,5.232,2.636,1.01199
01/08/2024 05:45:00,50.4,21.28,21.4,5.424,1.604,0.692
01/08/2024 06:00:00,50.8,20.8,20.8,6.008,2.452,0.74
01/08/2024 06:15:00,57.6,24.84,22.24,6.196,3.092,1.232
01/08/2024 06:30:00,57.6,25.36,22.2,7.268,2.956,-0.184
01/08/2024 06:45:00,61.2,25.44,25.32,6.42,3.164,0.856
01/08/2024 07:00:00,63.20002,26.4,25.68,7.32,2.864,0.93602
01/08/2024 07:15:00,61.2,27.72,24.8,6.08,2.88,-0.28
01/08/2024 07:30:00,62.39999,26.64,26,4.992,4.088,0.67999
01/08/2024 07:45:00,63.60001,26.6,28.24,6.036,2.468,0.25601
01/08/2024 08:00:00,60.8,25.32,27.12,6.004,2.16,0.196
01/08/2024 08:15:00,61.99999,25.68,28.76,5.796,2.196,-0.43201
01/08/2024 08:30:00,61.6,26.92,26.72,5.86,2.76,-0.66
01/08/2024 08:45:00,61.2,25.32,26.68,6.064,2.716,0.42
01/08/2024 09:00:00,60.40001,26.08,24.08,5.236,2.868,2.13601
01/08/2024 09:15:00,64.00001,27.6,27.08,5.58,2.96,0.78001
01/08/2024 09:30:00,68.4,30.28,25.48,8.468,3.392,0.78
01/08/2024 09:45:00,62.79998,28.64,24.96,5.58,3.336,0.28398
01/08/2024 10:00:00,63.60001,28,25.44,6.256,3.568,0.33601
01/08/2024 10:15:00,65.59999,30.88,24.68,6.6,3.268,0.17199
01/08/2024 10:30:00,67.60001,27.48,27.48,7.296,4.128,1.21601
01/08/2024 10:45:00,66.80002,28.36,27.2,6.072,3,2.16802
01/08/2024 11:00:00,63.60001,28.48,26.96,5.012,2.8,0.34801
01/08/2024 11:15:00,65.2,28.56,28.04,5.252,2.708,0.64
01/08/2024 11:30:00,65.59999,28.92,27.2,5.348,3.4,0.73199
01/08/2024 11:45:00,68,29.32,28.92,6.464,2.968,0.328
01/08/2024 12:00:00,60.00001,27.44,24.56,5.1,2.788,0.11201
01/08/2024 12:15:00,65.99999,28.8,29.4,4.864,2.596,0.33999
01/08/2024 12:30:00,68.4,33.08,25.84,5.888,2.676,0.916
01/08/2024 12:45:00,62.79998,29.92,24.36,5.648,2.696,0.17598
01/08/2024 13:00:00,61.6,29,24.6,4.692,2.604,0.704
01/08/2024 13:15:00,65.2,31.72,25.04,4.536,2.508,1.396
01/08/2024 13:30:00,58.39999,26.52,24.64,3.852,2.98,0.40799
01/08/2024 13:45:00,62.79998,29.52,26.36,3.748,2.672,0.49998
01/08/2024 14:00:00,59.19998,28.04,23.44,4.88,2.468,0.37198
01/08/2024 14:15:00,61.99999,27.92,24.96,5.812,2.676,0.63199
01/08/2024 14:30:00,64.4,29.04,26.76,5.812,2.556,0.232
01/08/2024 14:45:00,62.79998,29.72,26.24,4.4,2.156,0.28398
01/08/2024 15:00:00,64.00001,30.72,24.96,4.148,1.972,2.20001
01/08/2024 15:15:00,63.20002,29.4,26.2,4.312,2.904,0.38402
01/08/2024 15:30:00,66.80002,30.8,26.96,4.952,2.932,1.15602
01/08/2024 15:45:00,70.80001,33,28.48,5.1,3.384,0.83601
01/08/2024 16:00:00,68,31.44,28.16,4.76,3.352,0.288
01/08/2024 16:15:00,72.4,33.8,30.92,5.108,2.556,0.016
01/08/2024 16:30:00,74.40001,33.28,32.92,4.564,3.868,-0.23199
01/08/2024 16:45:00,77.60002,35.48,32.92,6.768,2.164,0.26802
01/08/2024 17:00:00,79.99999,36.24001,33.2,6.82,2.484,1.25598
01/08/2024 17:15:00,88.80001,38.27999,37.87999,7.496,3.304,1.84003
01/08/2024 17:30:00,81.20002,35.36,34.44,7.372,4.324,-0.29598
01/08/2024 17:45:00,78.8,34.48,31.84,7.372,4.248,0.86
01/08/2024 18:00:00,80.39999,35.64,35.72,5.568,2.824,0.64799
01/08/2024 18:15:00,76,32,32.36,7.032,3.376,1.232
01/08/2024 18:30:00,75.6,32.96,31.44,5.96,3.912,1.328
01/08/2024 18:45:00,71.20001,29.12,30.12,6.932,3.808,1.22001
01/08/2024 19:00:00,71.6,29.84,30.68,7.196,3.724,0.16
01/08/2024 19:15:00,66.39998,30,28.4,5.228,2.572,0.19998
01/08/2024 19:30:00,64.00001,27.04,27.12,4.904,4.008,0.92801
01/08/2024 19:45:00,66.80002,28.88,28.12,5.816,3.392,0.59202
01/08/2024 20:00:00,65.99999,29.76,27.08,4.564,3.628,0.96799
01/08/2024 20:15:00,70.40002,28.4,28.16,7.296,3.364,3.18002
01/08/2024 20:30:00,66.80002,28.92,26.04,6.164,3.364,2.31202
01/08/2024 20:45:00,64.8,28.04,24.96,4.736,3.268,3.796
01/08/2024 21:00:00,63.20002,28.68,26.32,4.24,2.88,1.08002
01/08/2024 21:15:00,58.39999,28.92,22.6,3.684,2.384,0.81199
01/08/2024 21:30:00,56.40001,25.72,22.2,4.712,3.472,0.29601
01/08/2024 21:45:00,51.19999,23.64,20.28,3.288,2.916,1.07599
01/08/2024 22:00:00,49.20001,23.16,19.72,3.396,2.356,0.56801
01/08/2024 22:15:00,47.2,22.04,18.84,3.904,1.94,0.476
01/08/2024 22:30:00,43.6,19.16,18.84,3.604,1.872,0.124
01/08/2024 22:45:00,42.00001,17.64,17.28,3.984,2.304,0.79201
01/08/2024 23:00:00,38.00002,15.4,15.96,3.604,2.396,0.64002
01/08/2024 23:15:00,33.6,14.2,14.4,2.772,1.876,0.352
01/08/2024 23:30:00,31.2,12.88,14.12,2.296,1.856,0.048
01/08/2024 23:45:00,30.4,13,12.44,2.644,1.772,0.544
02/08/2024 00:00:00,27.6,12.08,11.56,1.856,1.848,0.256
02/08/2024 00:15:00,29.2,12.64,11.44,2.064,2.216,0.84
02/08/2024 00:30:00,26.8,11.44,11,1.748,2.372,0.24
02/08/2024 00:45:00,26.4,9.6,12.04,2.236,1.4,1.124
02/08/2024 01:00:00,25.2,10.44,10.64,1.884,1.168,1.068
02/08/2024 01:15:00,23.6,10.48,9.88,1.592,1.156,0.492
02/08/2024 01:30:00,22.8,9.68,10.08,1.82,1.18,0.04
02/08/2024 01:45:00,23.2,9.84,10.04,1.6,1.2,0.52
02/08/2024 02:00:00,23.6,9.76,10.24,1.86,1.188,0.552
02/08/2024 02:15:00,24.4,10.6,10.16,2.16,1.564,-0.084
02/08/2024 02:30:00,23.2,9.64,9,1.508,1.8,1.252
02/08/2024 02:45:00,22.8,9.16,10.28,1.52,1.472,0.368
02/08/2024 03:00:00,23.6,10,10.48,1.488,1.412,0.22
02/08/2024 03:15:00,24,10.28,10.24,1.476,1.752,0.252
02/08/2024 03:30:00,26.8,11.76,11.4,1.688,1.2,0.752
02/08/2024 03:45:00,24.8,10.8,11,1.824,1.104,0.072
02/08/2024 04:00:00,27.2,12.6,10.64,2.468,1.1,0.392
02/08/2024 04:15:00,29.6,13.12,12.32,1.956,1.908,0.296
02/08/2024 04:30:00,29.6,12.68,12.48,2.184,1.716,0.54
02/08/2024 04:45:00,34.4,15.12,13.92,3.132,1.412,0.816
02/08/2024 05:00:00,35.2,15.64,14.56,3.044,1.74,0.216
02/08/2024 05:15:00,39.6,16.32,16.8,3.456,2.388,0.636
02/08/2024 05:30:00,41.60002,17.48,17.84,3.332,2.276,0.67202
02/08/2024 05:45:00,46.00001,19.16,19.68,4.304,2.6,0.25601
02/08/2024 06:00:00,45.20002,19.32,17.64,4.532,2.34,1.36802
02/08/2024 06:15:00,55.19999,21.52,23.68,6.592,2.44,0.96799
02/08/2024 06:30:00,54.4,22.24,22.96,6.584,2.28,0.336
02/08/2024 06:45:00,57.2,22.92,25.56,5.02,3.512,0.188
02/08/2024 07:00:00,62.79998,24.36,28.24,7.172,3.12,-0.09202
02/08/2024 07:15:00,62.39999,25.36,26,7.16,2.508,1.37199
02/08/2024 07:30:00,66.39998,29.32,27,6.396,2.5,1.18398
02/08/2024 07:45:00,66.80002,27.8,29.48,6.868,2.616,0.03602
02/08/2024 08:00:00,69.19999,30.64,28.44,6.888,3.296,-0.06401
02/08/2024 08:15:00,64.4,29.12,25.64,6.776,3.088,-0.224
02/08/2024 08:30:00,64.8,29,24.76,5.872,3.46,1.708
02/08/2024 08:45:00,63.60001,25.72,28.64,5.248,3.324,0.66801
02/08/2024 09:00:00,67.20001,29.08,27.4,6.432,4.108,0.18001
02/08/2024 09:15:00,62.79998,28.44,26.8,5.1,2.32,0.13998
02/08/2024 09:30:00,63.20002,27.48,27.76,5.924,2.62,-0.58398
02/08/2024 09:45:00,68.8,29.8,30.64,6.144,2.22,-0.004
02/08/2024 10:00:00,68,30.76,28.36,5.548,3.228,0.104
02/08/2024 10:15:00,65.59999,27.96,27.08,6.664,2.62,1.27599
02/08/2024 10:30:00,67.20001,30.04,26.92,5.568,2.736,1.93601
02/08/2024 10:45:00,64.4,28.6,27.8,5.296,2.728,-0.024
02/08/2024 11:00:00,65.2,29.72,27.72,5.508,3.032,-0.78
02/08/2024 11:15:00,66.80002,29.72,28.16,5.512,2.5,0.90802
02/08/2024 11:30:00,72,29.92,29.8,4.204,2.672,5.404
02/08/2024 11:45:00,70.80001,32.08,31,4.636,2.74,0.34401
02/08/2024 12:00:00,74.00002,33.04,30.4,5.532,3.668,1.36002
02/08/2024 12:15:00,72.4,31.04,29.08,4.7,3.364,4.216
02/08/2024 12:30:00,62.39999,27.8,26.44,5.752,2.708,-0.30001
02/08/2024 12:45:00,64.8,27.36,29.48,4.708,2.912,0.34
02/08/2024 13:00:00,60.00001,25.44,25.44,5.14,2.976,1.00401
02/08/2024 13:15:00,60.00001,25.76,27.04,3.528,2.764,0.90801
02/08/2024 13:30:00,57.2,26.4,23.52,4.548,2.3,0.432
02/08/2024 13:45:00,57.2,27.48,23.16,3.452,2.756,0.352
02/08/2024 14:00:00,55.59998,25.16,22.28,4.42,3.004,0.73598
02/08/2024 14:15:00,63.60001,28.8,24.04,5.26,2.788,2.71201
02/08/2024 14:30:00,61.99999,27.56,25.64,5.564,2.536,0.69999
02/08/2024 14:45:00,60.00001,28,25.08,4.004,2.236,0.68001
02/08/2024 15:00:00,63.20002,26.48,29.16,4.496,2.884,0.18002
02/08/2024 15:15:00,63.60001,25.88,29.6,4.852,2.528,0.74001
02/08/2024 15:30:00,65.99999,29.24,28.32,4.464,3.064,0.91199
02/08/2024 15:45:00,65.2,29.72,27.92,4.96,2.792,-0.192
02/08/2024 16:00:00,64.8,27.68,28.2,5.76,2.336,0.824
02/08/2024 16:15:00,68,29.44,28.96,6.176,2.776,0.648
02/08/2024 16:30:00,74.40001,30.88,32.96,6.144,3.892,0.52401
02/08/2024 16:45:00,72.4,28.76,34.16,5.54,3.592,0.348
02/08/2024 17:00:00,76.79999,31.88,35.4,6.604,3.064,-0.14801
02/08/2024 17:15:00,81.60001,34.72,33.6,8.048,4.748,0.48401
02/08/2024 17:30:00,79.6,33.08,36.47999,6.404,3.364,0.27201
02/08/2024 17:45:00,81.20002,33.56,38.36002,5.748,2.952,0.58
02/08/2024 18:00:00,76.79999,35.48,33.72,5.16,2.172,0.26799
02/08/2024 18:15:00,72.4,32.44,31.12,4.508,2.676,1.656
02/08/2024 18:30:00,76,32.76,31.84,5.356,3.904,2.14
02/08/2024 18:45:00,78.00001,34.36,33.64,5.588,3.828,0.58401
02/08/2024 19:00:00,79.99999,34.76,31.96,6.932,4.56,1.78799
02/08/2024 19:15:00,77.19998,34.24,30.8,6.036,4.332,1.79198
02/08/2024 19:30:00,71.20001,31.08,27.48,6.764,4.116,1.76001
02/08/2024 19:45:00,70.40002,29.76,30.52,5.832,3.584,0.70402
02/08/2024 20:00:00,72.79999,33.92,27.44,6.26,2.804,2.37599
02/08/2024 20:15:00,72,31.64,29.4,8.292,2.228,0.44
02/08/2024 20:30:00,67.20001,30.92,27.16,5.844,2.24,1.03601
02/08/2024 20:45:00,69.19999,28.68,29.04,5.66,3.168,2.65199
02/08/2024 21:00:00,62.79998,26.6,26.64,5.044,3.16,1.35598
02/08/2024 21:15:00,64.00001,29.4,25.36,4.872,3.664,0.70401
02/08/2024 21:30:00,59.60002,26.76,24.48,4.528,2.924,0.90802
02/08/2024 21:45:00,59.60002,26.8,24.84,4.5,2.716,0.74402
02/08/2024 22:00:00,55.59998,23.56,24.52,3.66,2.172,1.68798
02/08/2024 22:15:00,51.59999,21.56,22.64,3.604,2.404,1.39199
02/08/2024 22:30:00,48.80002,19.88,21.08,4.392,2.736,0.71202
02/08/2024 22:45:00,43.99999,19.12,18.8,3.616,2.344,0.11999
02/08/2024 23:00:00,39.6,17.68,16.76,2.528,2.02,0.612
02/08/2024 23:15:00,38.80001,18.16,15.88,2.348,1.744,0.66801
02/08/2024 23:30:00,36,16.48,14.72,2.472,1.508,0.82
02/08/2024 23:45:00,32.8,15.28,13.8,1.82,1.548,0.352
03/08/2024 00:00:00,31.2,13.64,13.68,1.964,1.396,0.52
03/08/2024 00:15:00,30.4,12.36,13.4,2.056,2.152,0.432
03/08/2024 00:30:00,27.6,11.84,12.36,1.872,1.352,0.176
03/08/2024 00:45:00,26.4,10.88,12.08,1.792,1.496,0.152
03/08/2024 01:00:00,27.2,11.56,11.68,1.884,1.696,0.38
03/08/2024 01:15:00,25.2,10.16,11.68,1.844,1.412,0.104
03/08/2024 01:30:00,24.8,9.76,11.44,1.692,1.268,0.64
03/08/2024 01:45:00,23.6,10.12,10.64,1.596,1.248,-0.004
03/08/2024 02:00:00,24.8,10.48,9.88,1.896,1.196,1.348
03/08/2024 02:15:00,24.8,10.4,11.2,2.076,1.072,0.052
03/08/2024 02:30:00,24,9.52,10.92,1.744,1.164,0.652
03/08/2024 02:45:00,23.6,9.72,10.6,1.788,1.176,0.316
03/08/2024 03:00:00,22.4,8.88,10.24,1.9,1.064,0.316
03/08/2024 03:15:00,23.6,10.08,10.04,1.74,1.156,0.584
03/08/2024 03:30:00,24,10.4,10.68,1.688,1.108,0.124
03/08/2024 03:45:00,24.8,11,10.44,1.812,1.252,0.296
03/08/2024 04:00:00,25.6,11.2,10.16,1.748,1.892,0.6
03/08/2024 04:15:00,26.8,11.48,11.76,1.88,1.296,0.384
03/08/2024 04:30:00,26.8,10.8,12.2,1.876,1.496,0.428
03/08/2024 04:45:00,29.2,12.32,13.04,2.228,1.228,0.384
03/08/2024 05:00:00,30.4,11.48,14.48,2.564,1.512,0.364
03/08/2024 05:15:00,32.4,12.68,14.56,2.432,1.772,0.956
03/08/2024 05:30:00,33.6,13.4,15.36,2.792,1.764,0.284
03/08/2024 05:45:00,35.2,14.12,16.8,2.516,1.968,-0.204
03/08/2024 06:00:00,34.8,14.92,15.32,2.692,1.832,0.036
03/08/2024 06:15:00,41.19998,16.52,17.6,4.3,1.616,1.16398
03/08/2024 06:30:00,42.8,16.16,19.76,4.956,1.78,0.144
03/08/2024 06:45:00,50,19.52,22.56,5.512,2.496,-0.088
03/08/2024 07:00:00,56.00002,22.24,24.44,5.352,2.744,1.22402
03/08/2024 07:15:00,61.99999,23.64,27.92,6.492,2.252,1.69599
03/08/2024 07:30:00,67.20001,28.04,28.24,6.772,3.456,0.69201
03/08/2024 07:45:00,71.20001,27.96,28.8,7.3,4.104,3.03601
03/08/2024 08:00:00,76,30.48,32.08,8.848,3.568,1.024
03/08/2024 08:15:00,73.59998,28.52,33.32,8.724,3.264,-0.22802
03/08/2024 08:30:00,72.4,33.08,29.6,6.704,2.948,0.068
03/08/2024 08:45:00,76.79999,35.8,31.6,6.216,3.62,-0.43601
03/08/2024 09:00:00,79.2,35.12,33.76,7.72,3.188,-0.588
03/08/2024 09:15:00,79.99999,34.12,33.24,9.176,3.448,0.01599
03/08/2024 09:30:00,82.4,36.64001,33.84,8.056,3.396,0.46799
03/08/2024 09:45:00,85.20001,37.00001,33.24,8.8,4.36,1.8
03/08/2024 10:00:00,85.20001,36.36,35.96,8.736,3.436,0.70801
03/08/2024 10:15:00,85.60001,37.64002,36.43999,5.828,4.436,1.256
03/08/2024 10:30:00,83.59999,38.04001,35.08,6.156,3.652,0.67198
03/08/2024 10:45:00,80.39999,34.52,34.92,6.404,3.672,0.88399
03/08/2024 11:00:00,78.40001,34.52,33.24,5.776,3.78,1.08401
03/08/2024 11:15:00,79.99999,33.64,35.84,6.476,3.536,0.50799
03/08/2024 11:30:00,78.40001,34.44,33.04,5.532,3.764,1.62401
03/08/2024 11:45:00,75.2,31.88,34.2,5.284,2.892,0.944
03/08/2024 12:00:00,76,31.24,33.92,6.34,2.956,1.544
03/08/2024 12:15:00,74.40001,31.44,32.48,5.828,2.272,2.38001
03/08/2024 12:30:00,76,32.68,31.76,6.268,2.972,2.32
03/08/2024 12:45:00,73.19999,31.64,31.2,4.728,3.348,2.28399
03/08/2024 13:00:00,74.00002,34.76,30.72,3.956,2.524,2.04002
03/08/2024 13:15:00,69.99998,32.68,28.6,4.612,2.444,1.66398
03/08/2024 13:30:00,69.59999,32.36,26.92,4.624,2.404,3.29199
03/08/2024 13:45:00,66.39998,31.48,24.96,5.292,3.188,1.47998
03/08/2024 14:00:00,64.4,30.12,24.6,5.856,2.92,0.904
03/08/2024 14:15:00,65.99999,31.32,25.48,5.444,2.492,1.26399
03/08/2024 14:30:00,64.00001,31.4,25.92,3.7,2.856,0.12401
03/08/2024 14:45:00,62.79998,29.8,25.36,4.544,2.732,0.36398
03/08/2024 15:00:00,62.79998,29.6,24.52,5.28,3.34,0.05998
03/08/2024 15:15:00,64.4,29.04,26.56,5.336,2.84,0.624
03/08/2024 15:30:00,60.00001,26.6,25.36,5.156,3,-0.11599
03/08/2024 15:45:00,62.79998,28.72,27.16,3.696,3.34,-0.11602
03/08/2024 16:00:00,65.2,30.28,27.04,4.276,3.028,0.576
03/08/2024 16:15:00,60.00001,27.28,25.76,3.896,2.856,0.20801
03/08/2024 16:30:00,68.4,30.28,29.56,5.432,2.484,0.644
03/08/2024 16:45:00,65.99999,29.4,29.24,5.496,2.116,-0.25201
03/08/2024 17:00:00,66.80002,29.36,28.72,5.264,2.716,0.74002
03/08/2024 17:15:00,72,31.4,29.76,5.568,3.56,1.712
03/08/2024 17:30:00,72,31.24,28.76,6.264,3.864,1.872
03/08/2024 17:45:00,69.99998,31.68,29.12,4.2,3.468,1.53198
03/08/2024 18:00:00,69.19999,31.28,28.36,5.828,3.404,0.32799
