Date of Reading,(IN) BT0901 (Flow) (Flow (m3/hr)),(OUT) BT0301 (Flow) (Flow (m3/hr)),(OUT) BT0601 (Flow) (Flow (m3/hr)),(OUT) BT0701 (Flow) (Flow (m3/hr)),(OUT) BT0202 Flow (Flow (m3/hr)),Buchan Tower North outlet TM (Balance) (Flow (m3/hr))
22/09/2023 03:00:00,22.4,9.48,10.6,1.004,1.008,0.308
22/09/2023 03:15:00,22.8,9.6,11.16,0.952,1.184,-0.096
22/09/2023 03:30:00,25.2,10.72,11.76,1.048,1.244,0.428
22/09/2023 03:45:00,24.8,10.28,11.72,1.08,1.156,0.564
22/09/2023 04:00:00,26.8,12.24,11.2,1.872,1.12,0.368
22/09/2023 04:15:00,28.4,12.24,12.64,1.484,1.024,1.012
22/09/2023 04:30:00,32.4,14.8,14.64,1.76,1.152,0.048
22/09/2023 04:45:00,33.6,15,15.12,1.656,1.504,0.32
22/09/2023 05:00:00,34.4,14.2,15.88,1.872,2.068,0.38
22/09/2023 05:15:00,46.00001,21.04,17.88,3.996,2.28,0.80401
22/09/2023 05:30:00,48.39998,19.68,21.48,4.592,2.064,0.58398
22/09/2023 05:45:00,60.40001,25.48,26.48,5.508,2.288,0.64401
22/09/2023 06:00:00,67.20001,27.88,29.68,5.96,2.8,0.88001
22/09/2023 06:15:00,76.39999,35.28,30.2,5.74,4.06,1.11999
22/09/2023 06:30:00,78.40001,36.79999,30.24,7.96,3.68,-0.27998
22/09/2023 06:45:00,78.8,34.24,33.2,7.724,3.804,-0.168
22/09/2023 07:00:00,75.6,33.96,32.4,5.716,3.488,0.036
22/09/2023 07:15:00,74.40001,32.32,33.2,5.952,2.828,0.10001
22/09/2023 07:30:00,64.4,28.28,29,4.36,3.044,-0.284
22/09/2023 07:45:00,60.00001,26.16,26.88,4.304,2.608,0.04801
22/09/2023 08:00:00,63.20002,26.24,27.6,5.952,2.78,0.62802
22/09/2023 08:15:00,62.39999,27.2,28.24,5.08,1.924,-0.04401
22/09/2023 08:30:00,65.59999,30.4,27.68,4.916,2.06,0.54399
22/09/2023 08:45:00,67.20001,30.32,27.92,4.708,3.428,0.82401
22/09/2023 09:00:00,65.59999,27.6,29.4,4.996,3.16,0.44399
22/09/2023 09:15:00,63.20002,27.12,29.16,3.888,2.676,0.35602
22/09/2023 09:30:00,64.00001,29.12,28.16,4.436,2.268,0.01601
22/09/2023 09:45:00,63.20002,29.08,28.92,4.02,2.048,-0.86798
22/09/2023 10:00:00,68,31.52,29.12,4.828,2.196,0.336
22/09/2023 10:15:00,65.2,28.68,26.4,5.22,2.868,2.032
22/09/2023 10:30:00,62.79998,27.64,28.88,3.964,2.568,-0.25202
22/09/2023 10:45:00,61.2,27.72,27.48,3.424,2.344,0.232
22/09/2023 11:00:00,70.40002,28.56,34.16,5.228,2.4,0.05202
22/09/2023 11:15:00,68,29.84,31.44,3.876,2.22,0.624
22/09/2023 11:30:00,67.20001,28.92,29.6,3.94,3.004,1.73601
22/09/2023 11:45:00,64.00001,27.4,29.68,3.712,2.792,0.41601
22/09/2023 12:00:00,64.4,29.12,29.24,3.784,2.404,-0.148
22/09/2023 12:15:00,62.39999,28.88,25.84,3.82,2.98,0.87999
22/09/2023 12:30:00,60.40001,27.52,27,4.78,1.588,-0.48799
22/09/2023 12:45:00,60.00001,26.56,27.52,3.556,2.004,0.36001
22/09/2023 13:00:00,58,24.16,27.6,3.144,2.38,0.716
22/09/2023 13:15:00,54.4,25.6,22.96,2.76,2.324,0.756
22/09/2023 13:30:00,54.4,23.56,23.52,3.616,2.268,1.436
22/09/2023 13:45:00,55.59998,24.56,24.36,3.892,1.608,1.17998
22/09/2023 14:00:00,54,24.84,23.72,3.568,1.944,-0.072
22/09/2023 14:15:00,51.99998,25.4,22.4,2.9,1.804,-0.50402
22/09/2023 14:30:00,53.6,24.48,24.52,3.024,1.86,-0.284
22/09/2023 14:45:00,58.39999,25.48,25.08,4.26,2.756,0.82399
22/09/2023 15:00:00,61.99999,28.96,26.04,3.72,3.216,0.06399
22/09/2023 15:15:00,61.99999,26.92,25.72,5.452,2.7,1.20799
22/09/2023 15:30:00,60.00001,25.12,26.72,4.92,3.104,0.13601
22/09/2023 15:45:00,63.60001,29.2,27.04,4.216,2.368,0.77601
22/09/2023 16:00:00,61.6,26.72,24.56,5.256,2.748,2.316
22/09/2023 16:15:00,66.39998,28.64,29.64,5.628,2.272,0.21998
22/09/2023 16:30:00,69.59999,31.96,30.28,5.48,1.84,0.03999
22/09/2023 16:45:00,71.6,34.6,28.08,6.456,2.212,0.252
22/09/2023 17:00:00,73.19999,34.12,30.64,5.104,2.972,0.36399
22/09/2023 17:15:00,73.59998,34.04,30.56,5.804,3.3,-0.10402
22/09/2023 17:30:00,76,33.4,34.36,5.504,3.248,-0.512
22/09/2023 17:45:00,77.19998,34.28,33.84,4.436,4.412,0.23198
22/09/2023 18:00:00,79.6,35.76,33.04,6.748,4.24,-0.188
22/09/2023 18:15:00,79.6,35.48,33,7.6,3.18,0.34
22/09/2023 18:30:00,77.60002,35.88,31.84,5.448,4.152,0.28002
22/09/2023 18:45:00,79.2,36.87998,32.44,4.332,3.396,2.15202
22/09/2023 19:00:00,74.40001,33.48,32.68,3.5,3.312,1.42801
22/09/2023 19:15:00,69.19999,31.92,28.16,4.32,3.684,1.11599
22/09/2023 19:30:00,64.8,30.84,24.32,5.06,3.28,1.3
22/09/2023 19:45:00,66.80002,32.56,25.32,5.672,2.572,0.67602
22/09/2023 20:00:00,64.00001,28.64,27.44,4.916,3.104,-0.09999
22/09/2023 20:15:00,60.40001,25.6,26.88,4.184,2.512,1.22401
22/09/2023 20:30:00,61.99999,28,25.84,4.992,2.768,0.39999
22/09/2023 20:45:00,61.99999,28.76,25.64,4.624,2.096,0.87999
22/09/2023 21:00:00,52.80001,23.96,22.72,3.168,2.092,0.86001
22/09/2023 21:15:00,55.19999,24.52,22.4,3.952,3.136,1.19199
22/09/2023 21:30:00,52.80001,22.6,21.84,4.272,2.808,1.28001
22/09/2023 21:45:00,50,20.72,20.84,3.696,1.964,2.78
22/09/2023 22:00:00,50,21,23.6,2.936,2.184,0.28
22/09/2023 22:15:00,47.99999,20.24,21,3.532,2.376,0.85199
22/09/2023 22:30:00,45.60001,20.24,20.6,2.608,1.56,0.59201
22/09/2023 22:45:00,38.80001,16.52,17.12,2.712,1.668,0.78001
22/09/2023 23:00:00,35.6,15.28,15.36,2.836,1.504,0.62
22/09/2023 23:15:00,33.6,13.84,15.32,2.42,1.828,0.192
22/09/2023 23:30:00,31.2,13.92,13.52,1.82,1.652,0.288
22/09/2023 23:45:00,30.4,13.24,13.4,1.832,1.824,0.104
23/09/2023 00:00:00,28,12.36,12.12,1.332,1.208,0.98
23/09/2023 00:15:00,27.2,11.92,12.64,1.156,1.136,0.348
23/09/2023 00:30:00,26.8,11.8,12.36,1.116,1.156,0.368
23/09/2023 00:45:00,26.4,11.96,12.08,1.096,1.044,0.22
23/09/2023 01:00:00,25.2,10.56,11.88,1.056,1.124,0.58
23/09/2023 01:15:00,23.6,9.84,11.2,1.344,1.056,0.16
23/09/2023 01:30:00,23.6,10.36,10.4,1.124,1.024,0.692
23/09/2023 01:45:00,24,10.6,10.8,1.044,1.516,0.04
23/09/2023 02:00:00,23.6,10,11.08,1.204,1.02,0.296
23/09/2023 02:15:00,22.4,9.48,10.6,1.068,1.036,0.216
23/09/2023 02:30:00,20.8,8.92,10.08,0.896,0.976,-0.072
23/09/2023 02:45:00,22,9.08,10.56,1.008,0.924,0.428
23/09/2023 03:00:00,21.2,9.32,9.92,1.124,0.868,-0.032
23/09/2023 03:15:00,22,9.08,10.48,1.068,1.28,0.092
23/09/2023 03:30:00,24.4,10,11.2,1,1.384,0.816
23/09/2023 03:45:00,24.8,11.32,10.56,0.892,1.136,0.892
23/09/2023 04:00:00,24.4,10.36,11.4,1.436,1,0.204
23/09/2023 04:15:00,27.2,12.32,12.64,1.012,1.008,0.22
23/09/2023 04:30:00,28.8,12.32,13.76,1.176,1.388,0.156
23/09/2023 04:45:00,30.8,12.88,14.8,2.068,1.372,-0.32
23/09/2023 05:00:00,30.4,13.16,13.4,1.924,1.476,0.44
23/09/2023 05:15:00,32.4,14.84,14.6,1.684,1.452,-0.176
23/09/2023 05:30:00,33.2,14.16,15,1.836,1.628,0.576
23/09/2023 05:45:00,35.6,14.68,16.52,2.844,1.344,0.212
23/09/2023 06:00:00,40,16.44,18.6,2.724,1.608,0.628
23/09/2023 06:15:00,43.2,19.04,19,3.04,1.904,0.216
23/09/2023 06:30:00,51.19999,21.28,22.2,5.196,2.896,-0.37201
23/09/2023 06:45:00,54.4,24.16,23.44,4.624,2.52,-0.344
23/09/2023 07:00:00,58,25.36,25.28,4.728,2.86,-0.228
23/09/2023 07:15:00,62.39999,24.52,28.6,5.408,3.58,0.29199
23/09/2023 07:30:00,69.19999,30.76,28.72,6.568,2.604,0.54799
23/09/2023 07:45:00,74.00002,36.04,28.2,5.88,2.96,0.92002
23/09/2023 08:00:00,74.80001,31.64,31.32,8.124,2.944,0.77201
23/09/2023 08:15:00,80.79998,37.4,33.36,7.116,2.884,0.03998
23/09/2023 08:30:00,81.60001,38.52,32.12,7.508,3.292,0.16001
23/09/2023 08:45:00,84.80002,38.31998,34.4,7.424,3.972,0.68404
23/09/2023 09:00:00,85.20001,38.76001,34.96,7.148,4.392,-0.06
23/09/2023 09:15:00,88.40002,38.04001,36.56002,8.332,4.956,0.51199
23/09/2023 09:30:00,92.80001,40.16002,36.87998,8.924,3.604,3.23201
23/09/2023 09:45:00,86,40.47998,36.24001,6.12,3.412,-0.25199
23/09/2023 10:00:00,83.99999,37.32001,36.20002,6.652,4.136,-0.30804
23/09/2023 10:15:00,84.80002,39.16001,35.04,6.756,3.424,0.42001
23/09/2023 10:30:00,82.8,35.92,37.64002,5.976,3.096,0.16798
23/09/2023 10:45:00,86.4,36.79999,38.48,7.064,3.9,0.15601
23/09/2023 11:00:00,86,36.36,36.51998,7.6,5.428,0.09202
23/09/2023 11:15:00,77.19998,33.96,33.48,6.024,3.792,-0.05602
23/09/2023 11:30:00,83.99999,37.32001,34.6,7.228,3.872,0.97998
23/09/2023 11:45:00,77.60002,32.92,35.44,5.34,3.384,0.51602
23/09/2023 12:00:00,74.40001,30.8,35.2,5.048,3.712,-0.35999
23/09/2023 12:15:00,76.39999,33.16,33.96,5.812,2.964,0.50399
23/09/2023 12:30:00,71.20001,32.68,30.28,5.608,2.584,0.04801
23/09/2023 12:45:00,71.6,33.8,30.12,4.252,3.084,0.344
23/09/2023 13:00:00,66.39998,29.88,28.08,4.416,3.04,0.98398
23/09/2023 13:15:00,69.19999,30.64,32.52,4.008,2.1,-0.06801
23/09/2023 13:30:00,69.19999,29.28,32.32,5.424,2.82,-0.64401
23/09/2023 13:45:00,65.2,30.32,28.08,3.876,2.844,0.08
23/09/2023 14:00:00,66.39998,29.84,28.8,3.828,2.656,1.27598
23/09/2023 14:15:00,65.2,28.68,27.32,5.504,3.156,0.54
23/09/2023 14:30:00,65.99999,30.64,27.36,5.04,2.712,0.24799
23/09/2023 14:45:00,67.60001,31.4,28.44,5.136,2.84,-0.21599
23/09/2023 15:00:00,67.60001,31,28.96,4.992,2.704,-0.05599
23/09/2023 15:15:00,66.80002,28.92,27.4,5.348,2.992,2.14002
23/09/2023 15:30:00,66.39998,29.08,28.08,5.156,3.148,0.93598
23/09/2023 15:45:00,64.4,28.84,26.68,5.204,2.964,0.712
23/09/2023 16:00:00,68.8,30,29.16,5.056,3.336,1.248
23/09/2023 16:15:00,69.59999,27.56,31.12,6.972,3.304,0.64399
23/09/2023 16:30:00,72,30.88,30.36,6.14,3.56,1.06
23/09/2023 16:45:00,68,29.12,30,5.528,2.564,0.788
23/09/2023 17:00:00,71.6,30.36,33,5.932,2.376,-0.068
23/09/2023 17:15:00,74.00002,32.52,32.76,4.748,4.34,-0.36798
23/09/2023 17:30:00,71.6,32.84,28.92,5.04,3.98,0.82
23/09/2023 17:45:00,76.79999,34.8,31.76,6.7,3.564,-0.02401
23/09/2023 18:00:00,72.4,35.28,27.8,5.556,3.148,0.616
23/09/2023 18:15:00,75.2,32.68,30.08,6.528,3.948,1.964
23/09/2023 18:30:00,70.80001,31.36,30.8,6.24,2.168,0.23201
23/09/2023 18:45:00,68,30.48,30.36,4.556,2.184,0.42
23/09/2023 19:00:00,72.4,30.64,32.36,6.124,2.592,0.684
23/09/2023 19:15:00,71.20001,31.88,31.08,4.44,3.152,0.64801
23/09/2023 19:30:00,64.00001,28.92,26.84,5.708,2.52,0.01201
23/09/2023 19:45:00,62.79998,27.44,27.52,4.744,2.856,0.23998
23/09/2023 20:00:00,59.19998,25.8,24.64,5.628,2.008,1.12398
23/09/2023 20:15:00,56.40001,24.12,25,3.752,2.564,0.96401
23/09/2023 20:30:00,54,23.12,23.16,3.932,2.428,1.36
23/09/2023 20:45:00,53.20001,23.48,23.56,4.468,1.848,-0.15599
23/09/2023 21:00:00,50.8,23.2,21.8,4.14,1.608,0.052
23/09/2023 21:15:00,50.8,24.12,19.84,3.188,1.804,1.848
23/09/2023 21:30:00,51.19999,22.96,22.28,3.056,2.156,0.74799
23/09/2023 21:45:00,50,21.88,23.12,2.492,1.62,0.888
23/09/2023 22:00:00,48.39998,20.6,21.52,3.744,1.72,0.81598
23/09/2023 22:15:00,42.8,18.4,19.4,2.664,2.096,0.24
23/09/2023 22:30:00,42.00001,18.04,19.52,2.32,1.932,0.18801
23/09/2023 22:45:00,38.80001,17.6,17.48,2.288,1.392,0.04001
23/09/2023 23:00:00,37.19999,15.88,16.12,3.124,1.832,0.24399
23/09/2023 23:15:00,33.6,14.76,14.56,1.996,2.292,-0.008
23/09/2023 23:30:00,31.6,14.12,13.8,1.756,1.568,0.356
23/09/2023 23:45:00,31.2,14.16,13.56,1.916,1.4,0.164
24/09/2023 00:00:00,29.6,12.96,12.84,1.896,1.68,0.224
24/09/2023 00:15:00,26.8,12.4,11.88,1.556,1.104,-0.14
24/09/2023 00:30:00,26.8,11.88,12.12,1.348,1.144,0.308
24/09/2023 00:45:00,26.8,11.8,11.92,1.308,1.136,0.636
24/09/2023 01:00:00,25.6,11.76,11.8,1.336,0.88,-0.176
24/09/2023 01:15:00,27.2,12.2,11.44,2.376,0.9,0.284
24/09/2023 01:30:00,24.4,10.6,11.16,1.192,1.088,0.36
24/09/2023 01:45:00,22.8,9.88,10.56,1.024,1.136,0.2
24/09/2023 02:00:00,23.2,10.64,10.12,0.964,0.992,0.484
24/09/2023 02:15:00,24,10.24,11.08,1.028,1.316,0.336
24/09/2023 02:30:00,22.8,9.68,11,0.94,0.94,0.24
24/09/2023 02:45:00,22.4,9.88,10.4,1.024,0.976,0.12
24/09/2023 03:00:00,22.4,9.6,9.68,1.012,1.1,1.008
24/09/2023 03:15:00,23.2,9.92,10.36,0.876,1.52,0.524
24/09/2023 03:30:00,23.2,9.8,11,0.964,1.076,0.36
24/09/2023 03:45:00,24,10.56,10.8,0.856,1.104,0.68
24/09/2023 04:00:00,24.8,10,12,1,1.34,0.46
24/09/2023 04:15:00,26,10.96,12.44,1.052,1.212,0.336
24/09/2023 04:30:00,27.2,11.2,12.56,1.364,1.236,0.84
24/09/2023 04:45:00,27.2,11.44,12.84,1.284,1.04,0.596
24/09/2023 05:00:00,26.4,11.4,12.72,0.952,1.284,0.044
24/09/2023 05:15:00,28.4,12.64,13.16,1.272,1.196,0.132
24/09/2023 05:30:00,30.4,13.32,13.28,1.548,1.78,0.472
24/09/2023 05:45:00,34.4,15.16,15.44,1.908,1.704,0.188
24/09/2023 06:00:00,34,14.6,16.36,2.028,1.36,-0.348
24/09/2023 06:15:00,37.59998,16.32,15.44,2.972,1.808,1.05998
24/09/2023 06:30:00,40.79999,18.08,17.56,3.376,1.608,0.17599
24/09/2023 06:45:00,44.39999,20.36,18.44,2.94,1.952,0.70799
24/09/2023 07:00:00,46.00001,19.72,20.88,3.64,1.976,-0.21599
24/09/2023 07:15:00,55.19999,22.76,26.24,4.12,2.052,0.02799
24/09/2023 07:30:00,60.40001,25.64,26.84,4.8,3.116,0.00401
24/09/2023 07:45:00,65.99999,29.28,27.72,5.116,2.976,0.90799
24/09/2023 08:00:00,71.6,31.2,29.88,7.092,2.632,0.796
24/09/2023 08:15:00,71.6,31.32,31.8,5.684,3.1,-0.304
24/09/2023 08:30:00,79.2,33.56,35.44,7.072,3.94,-0.812
24/09/2023 08:45:00,82.8,38.36002,33.16,7.864,3.316,0.09998
24/09/2023 09:00:00,81.60001,36.72,30.76,8.016,3.86,2.24401
24/09/2023 09:15:00,79.99999,36.51998,33.48,6.868,3.452,-0.31999
24/09/2023 09:30:00,76.39999,34.2,32.68,6.544,3.376,-0.40001
24/09/2023 09:45:00,82.00001,34.24,36.60001,7.352,3.564,0.244
24/09/2023 10:00:00,83.99999,37.59998,34.36,8.288,3.688,0.06401
24/09/2023 10:15:00,87.19999,35.72,38.76001,7.9,4.5,0.31998
24/09/2023 10:30:00,88.40002,39.28,38.04001,7.624,3.744,-0.28799
24/09/2023 10:45:00,79.99999,35.4,34.84,5.124,4.092,0.54399
24/09/2023 11:00:00,76.79999,32.32,33.68,6.284,4.244,0.27199
24/09/2023 11:15:00,77.60002,34.76,32.96,5.656,3.328,0.89602
24/09/2023 11:30:00,79.99999,36.87998,33.56,5.812,3.58,0.16801
24/09/2023 11:45:00,77.60002,34.32,33.32,7.076,2.72,0.16402
24/09/2023 12:00:00,76,34.36,32.08,6.276,2.7,0.584
24/09/2023 12:15:00,75.6,34.6,32.16,5.608,2.852,0.38
24/09/2023 12:30:00,80.39999,36.68,34.32,5.608,3.096,0.69599
24/09/2023 12:45:00,76.79999,35.08,32,6.124,2.844,0.75199
24/09/2023 13:00:00,74.40001,32.08,33.08,5.212,3.248,0.78001
24/09/2023 13:15:00,72.79999,34.16,30.88,3.836,3.188,0.73599
24/09/2023 13:30:00,68.8,31.12,30.4,4.144,3.16,-0.024
24/09/2023 13:45:00,69.19999,30.08,30.8,4.804,2.496,1.01999
24/09/2023 14:00:00,68.8,30.48,29.12,5.396,3.772,0.032
24/09/2023 14:15:00,70.40002,34.16,29.36,4.616,2.592,-0.32798
24/09/2023 14:30:00,68,31.32,28.68,5.02,2.424,0.556
24/09/2023 14:45:00,65.59999,30.32,27.16,4.22,2.04,1.85999
24/09/2023 15:00:00,67.20001,29.92,29.04,5.008,3.172,0.06001
24/09/2023 15:15:00,73.19999,31.48,31.64,6.1,2.604,1.37599
24/09/2023 15:30:00,79.6,36.24001,33.92,5.704,2.516,1.21999
24/09/2023 15:45:00,73.19999,31.44,34,4.348,2.556,0.85599
24/09/2023 16:00:00,72,31.52,32.48,4.66,2.688,0.652
24/09/2023 16:15:00,76.79999,34.56,33.96,5.032,2.576,0.67199
24/09/2023 16:30:00,77.19998,33.36,32.64,6.592,2.944,1.66398
24/09/2023 16:45:00,76.39999,37.87999,30.88,4.976,2.724,-0.06
24/09/2023 17:00:00,79.99999,38.88,32.64,5.636,3.148,-0.30401
24/09/2023 17:15:00,86,38.36002,37.48,6.252,3.64,0.26798
24/09/2023 17:30:00,92.80001,43.96,39.04002,5.396,4.512,-0.10801
24/09/2023 17:45:00,89.6,41.19998,38.67998,6.024,3.964,-0.26796
24/09/2023 18:00:00,93.2,42.36001,40.16002,7.168,2.98,0.53197
24/09/2023 18:15:00,96.40001,43.24,40.72,8.56,2.952,0.92801
24/09/2023 18:30:00,87.59999,38.76001,36.47999,6.86,4.06,1.43999
24/09/2023 18:45:00,86.8,39.67999,36.47999,5.984,4.072,0.58402
24/09/2023 19:00:00,90.4,44.56001,34.4,7.608,3.372,0.45999
24/09/2023 19:15:00,86.4,39.52001,36.43999,6.812,3.284,0.344
24/09/2023 19:30:00,77.19998,36.32,31.28,6.492,3.364,-0.25602
24/09/2023 19:45:00,74.40001,33.8,31.64,5.428,3.624,-0.09199
24/09/2023 20:00:00,74.00002,32.64,32.28,4.616,3.352,1.11202
24/09/2023 20:15:00,71.6,31.92,30.12,5.04,3.424,1.096
24/09/2023 20:30:00,64.8,29.12,26.44,4.912,2.544,1.784
24/09/2023 20:45:00,60.40001,28.04,23.6,5.564,2.996,0.20001
24/09/2023 21:00:00,57.2,26.4,22.96,4.28,2.732,0.828
24/09/2023 21:15:00,56.40001,24.2,24.96,3.928,3.04,0.27201
24/09/2023 21:30:00,54.4,24.36,24.56,3.304,2.052,0.124
24/09/2023 21:45:00,51.19999,23.24,22.32,3.324,2.336,-0.02001
24/09/2023 22:00:00,46.4,19.8,20.48,3.316,1.896,0.908
24/09/2023 22:15:00,42.8,18.84,18.56,2.944,1.892,0.564
24/09/2023 22:30:00,40,17.8,17.36,2.224,1.592,1.024
24/09/2023 22:45:00,36.4,15.2,15.32,3.512,1.66,0.708
24/09/2023 23:00:00,34.4,15.04,14.96,2.196,1.588,0.616
24/09/2023 23:15:00,31.2,13.36,14.08,1.436,1.44,0.884
24/09/2023 23:30:00,28.8,11.96,13.16,1.3,1.312,1.068
24/09/2023 23:45:00,28,11.68,12.68,1.288,1.308,1.044
25/09/2023 00:00:00,27.6,12.52,11.48,1.34,1.432,0.828
25/09/2023 00:15:00,26,11.24,11.44,1.14,1.448,0.732
25/09/2023 00:30:00,26.8,10.6,12.12,1,1.324,1.756
25/09/2023 00:45:00,24.4,9.36,11.48,1.04,1.092,1.428
25/09/2023 01:00:00,22.8,9.32,10.4,1.16,0.948,0.972
25/09/2023 01:15:00,25.2,10.24,10.2,2.264,0.92,1.576
25/09/2023 01:30:00,24,9.92,10.6,1.048,1.124,1.308
25/09/2023 01:45:00,23.6,10.04,10.64,1.004,1.048,0.868
25/09/2023 02:00:00,22,9.6,9.84,0.932,0.948,0.68
25/09/2023 02:15:00,23.2,9.36,10.76,0.932,1.192,0.956
25/09/2023 02:30:00,23.2,9.64,9.84,0.988,1.168,1.564
25/09/2023 02:45:00,23.6,10.2,10.56,1.164,1.408,0.268
25/09/2023 03:00:00,22.4,9.36,10.56,1.14,0.976,0.364
25/09/2023 03:15:00,23.6,10.16,10.56,1.14,1.232,0.508
25/09/2023 03:30:00,24,10.48,11.04,1.128,0.952,0.4
25/09/2023 03:45:00,25.6,11.32,11.48,1.124,1.244,0.432
25/09/2023 04:00:00,26.4,11.64,11.48,1.492,0.976,0.812
25/09/2023 04:15:00,32.4,14.24,14.12,1.968,1.052,1.02
25/09/2023 04:30:00,32.4,14.68,14.36,2.012,1.372,-0.024
25/09/2023 04:45:00,35.2,16.04,15.2,2.196,1.332,0.432
25/09/2023 05:00:00,36.4,15.32,16.04,2.276,2.184,0.58
25/09/2023 05:15:00,45.20002,18.84,20.24,3.064,2.508,0.54802
25/09/2023 05:30:00,54.79999,22.6,25.16,4.588,2.048,0.40399
25/09/2023 05:45:00,60.40001,27.04,23.88,6.372,2.02,1.08801
25/09/2023 06:00:00,65.59999,30.24,27.4,4.756,2.628,0.57599
25/09/2023 06:15:00,79.6,36.24001,31.6,7.964,3.656,0.13999
25/09/2023 06:30:00,86.8,40.11998,35.08,7.216,4.492,-0.10798
25/09/2023 06:45:00,82.00001,35.36,35.92,7.304,3.744,-0.32799
25/09/2023 07:00:00,78.00001,34.8,33.28,6.752,3.376,-0.20799
25/09/2023 07:15:00,72.79999,32.12,31.36,6.676,2.78,-0.13601
25/09/2023 07:30:00,72.79999,31.8,31.52,6.68,3.408,-0.60801
25/09/2023 07:45:00,61.2,24.28,28.84,5.528,2.336,0.216
25/09/2023 08:00:00,61.99999,26.28,28.92,4.548,2.264,-0.01201
25/09/2023 08:15:00,58.79999,25.44,25.6,4.344,2.492,0.92399
25/09/2023 08:30:00,61.99999,25.64,28.48,4.968,2.744,0.16799
25/09/2023 08:45:00,62.79998,25.96,30.44,3.932,2.636,-0.16802
25/09/2023 09:00:00,61.6,26.84,26.76,5.136,2.752,0.112
25/09/2023 09:15:00,62.39999,27.68,28.16,5.048,2.324,-0.81201
25/09/2023 09:30:00,62.79998,26.64,28.36,4.856,2.968,-0.02402
25/09/2023 09:45:00,63.60001,26.8,29.52,4.36,3.176,-0.25599
25/09/2023 10:00:00,64.4,28.24,29.32,3.688,3.252,-0.1
25/09/2023 10:15:00,64.8,29.52,27.4,4.568,3.42,-0.108
25/09/2023 10:30:00,59.60002,26.92,26.84,2.864,2.536,0.44002
25/09/2023 10:45:00,57.6,25,26.44,3.88,3.096,-0.816
25/09/2023 11:00:00,60.00001,25.68,26.16,3.848,3.736,0.57601
25/09/2023 11:15:00,60.40001,26.2,27.68,2.984,2.988,0.54801
25/09/2023 11:30:00,58.39999,24.56,28.08,3.56,2.288,-0.08801
25/09/2023 11:45:00,57.2,24.76,26.16,3.452,2.872,-0.044
25/09/2023 12:00:00,59.19998,23.88,28.48,3.268,3.5,0.07198
25/09/2023 12:15:00,52.80001,23.64,23.8,3.26,2.376,-0.27599
25/09/2023 12:30:00,56.40001,25.04,25.12,3.016,2.812,0.41201
25/09/2023 12:45:00,54.4,24.2,24.12,3.836,2.164,0.08
25/09/2023 13:00:00,58.39999,24.96,25.92,4.364,2.216,0.93999
25/09/2023 13:15:00,53.6,23.64,23.32,3.352,2.576,0.712
25/09/2023 13:30:00,54,23.88,23.68,3.748,2.124,0.568
25/09/2023 13:45:00,55.19999,23.36,26.24,3.48,1.8,0.31999
25/09/2023 14:00:00,51.99998,21.4,21.88,4.008,3.236,1.47598
25/09/2023 14:15:00,49.20001,21.16,23,2.768,1.912,0.36001
25/09/2023 14:30:00,52.40002,22.56,23.88,3.16,2.288,0.51202
25/09/2023 14:45:00,56.80001,26,24.56,3.256,2.44,0.54401
25/09/2023 15:00:00,63.20002,27.12,27.64,4.16,2.368,1.91202
25/09/2023 15:15:00,61.6,25.44,28.24,4.212,2.436,1.272
25/09/2023 15:30:00,66.80002,28.28,30.52,4.936,2.584,0.48002
25/09/2023 15:45:00,66.39998,28.48,29.24,4.868,3.18,0.63198
25/09/2023 16:00:00,65.2,26.44,31.4,4.496,2.412,0.452
25/09/2023 16:15:00,67.20001,28.96,28.8,4.556,4.24,0.64401
25/09/2023 16:30:00,75.6,33.2,31.36,5.796,3.808,1.436
25/09/2023 16:45:00,72,30.8,29.12,5.46,4.316,2.304
25/09/2023 17:00:00,77.19998,33.24,32.8,6.104,3.9,1.15598
25/09/2023 17:15:00,84.80002,36.24001,37.8,6.72,3.192,0.84801
25/09/2023 17:30:00,82.8,37.68001,36.20002,5.14,3.34,0.43997
25/09/2023 17:45:00,82.4,33.6,37.96002,6.012,4.348,0.47998
25/09/2023 18:00:00,83.99999,36.92002,34.76,7.412,3.804,1.10397
25/09/2023 18:15:00,79.6,34.6,31.56,7.36,3.552,2.528
25/09/2023 18:30:00,83.2,39.24,33.04,7.088,3.068,0.764
25/09/2023 18:45:00,80.39999,35.88,34.6,6.488,2.328,1.10399
25/09/2023 19:00:00,77.60002,34.44,34.2,5.208,3.52,0.23202
25/09/2023 19:15:00,77.19998,34.08,31.4,7.308,3.604,0.80798
25/09/2023 19:30:00,72.79999,34.08,28.92,4.46,3.04,2.29999
25/09/2023 19:45:00,69.99998,33.76,28.68,3.916,2.264,1.37998
25/09/2023 20:00:00,67.60001,31.8,26,4.58,2.736,2.48401
25/09/2023 20:15:00,69.19999,31.36,29.24,4.132,3.712,0.75599
25/09/2023 20:30:00,65.2,28.84,27.32,4.428,3.288,1.324
25/09/2023 20:45:00,60.40001,26.24,26.16,4.24,2.78,0.98001
25/09/2023 21:00:00,57.2,25.52,24.4,3.228,2.848,1.204
25/09/2023 21:15:00,57.6,25.44,24.84,3.372,2.164,1.784
25/09/2023 21:30:00,54.4,25.4,21.8,3.956,1.62,1.624
25/09/2023 21:45:00,47.59999,21.08,20.44,2.928,2.108,1.04399
